participant,nDistract,redundant,response,setSize,targetColor,targetOrient,targetPosition,targetShape,trialType,overinformative
participant001,distractors0,colorredundant,blue hexagon,setsize16,blue,NA,two,hexagon,crit,TRUE
participant001,distractors0,colorredundant,square,setsize16,blue,NA,one,square,crit,FALSE
participant001,distractors1,colorredundant,hexagon,setsize16,green,NA,five,hexagon,crit,FALSE
participant001,distractors1,colorredundant,square,setsize16,green,NA,sixteen,square,crit,FALSE
participant001,distractors2,colorredundant,blue pentagon,setsize16,blue,NA,nine,pentagon,crit,TRUE
participant001,distractors2,colorredundant,hexagon,setsize16,green,NA,three,hexagon,crit,FALSE
participant001,distractors3,colorredundant,circle,setsize16,green,NA,seven,circle,crit,FALSE
participant001,distractors3,colorredundant,hexagon,setsize16,blue,NA,five,hexagon,crit,FALSE
participant001,distractors4,colorredundant,pentagon,setsize16,green,NA,eight,pentagon,crit,FALSE
participant001,distractors4,colorredundant,pentagon,setsize16,blue,NA,six,pentagon,crit,FALSE
participant001,distractors0,colorredundant,hexagon,setsize03,blue,NA,three,hexagon,crit,FALSE
participant001,distractors0,colorredundant,pentagon,setsize03,green,NA,one,pentagon,crit,FALSE
participant001,distractors1,colorredundant,blue pentagon,setsize03,blue,NA,one,pentagon,crit,TRUE
participant001,distractors1,colorredundant,square,setsize03,blue,NA,one,square,crit,FALSE
participant001,distractors0,colorredundant,green square,setsize06,green,NA,one,square,crit,TRUE
participant001,distractors0,colorredundant,hexagon,setsize06,blue,NA,five,hexagon,crit,FALSE
participant001,distractors1,colorredundant,circle,setsize06,green,NA,five,circle,crit,FALSE
participant001,distractors1,colorredundant,square,setsize06,green,NA,six,square,crit,FALSE
participant001,distractors2,colorredundant,green pentagon,setsize06,green,NA,six,pentagon,crit,TRUE
participant001,distractors2,colorredundant,green pentagon,setsize06,green,NA,two,pentagon,crit,TRUE
participant001,distractors3,colorredundant,circle,setsize06,green,NA,two,circle,crit,FALSE
participant001,distractors3,colorredundant,pentagon,setsize06,green,NA,one,pentagon,crit,FALSE
participant001,distractors4,colorredundant,green hexagon,setsize06,green,NA,four,hexagon,crit,TRUE
participant001,distractors4,colorredundant,square,setsize06,green,NA,three,square,crit,FALSE
participant001,distractors0,colorredundant,circle,setsize09,blue,NA,eight,circle,crit,FALSE
participant001,distractors0,colorredundant,hexagon,setsize09,green,NA,four,hexagon,crit,FALSE
participant001,distractors1,colorredundant,blue square,setsize09,blue,NA,two,square,crit,TRUE
participant001,distractors1,colorredundant,green hexagon,setsize09,green,NA,two,hexagon,crit,TRUE
participant001,distractors2,colorredundant,blue pentagon,setsize09,blue,NA,eight,pentagon,crit,TRUE
participant001,distractors2,colorredundant,pentagon,setsize09,blue,NA,four,pentagon,crit,FALSE
participant001,distractors3,colorredundant,pentagon,setsize09,green,NA,six,pentagon,crit,FALSE
participant001,distractors3,colorredundant,square,setsize09,blue,NA,four,square,crit,FALSE
participant001,distractors4,colorredundant,blue pentagon,setsize09,blue,NA,four,pentagon,crit,TRUE
participant001,distractors4,colorredundant,pentagon,setsize09,green,NA,nine,pentagon,crit,FALSE
participant002,distractors0,colorredundantlowfreq,jade circle,setsize16,jade,NA,ten,circle,crit,TRUE
participant002,distractors0,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,four,hexagon,crit,TRUE
participant002,distractors1,colorredundantlowfreq,jade square,setsize16,jade,NA,thirteen,square,crit,TRUE
participant002,distractors1,colorredundantlowfreq,teal circle,setsize16,teal,NA,fourteen,circle,crit,TRUE
participant002,distractors2,colorredundantlowfreq,jade hexagon,setsize16,jade,NA,seven,hexagon,crit,TRUE
participant002,distractors2,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,nine,pentagon,crit,TRUE
participant002,distractors3,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,sixteen,pentagon,crit,TRUE
participant002,distractors3,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,eight,hexagon,crit,TRUE
participant002,distractors4,colorredundantlowfreq,jade square,setsize16,jade,NA,eight,square,crit,TRUE
participant002,distractors4,colorredundantlowfreq,teal square,setsize16,teal,NA,six,square,crit,TRUE
participant002,distractors0,colorredundantlowfreq,jade circle,setsize03,jade,NA,two,circle,crit,TRUE
participant002,distractors0,colorredundantlowfreq,teal circle,setsize03,teal,NA,one,circle,crit,TRUE
participant002,distractors1,colorredundantlowfreq,teal circle,setsize03,teal,NA,two,circle,crit,TRUE
participant002,distractors1,colorredundantlowfreq,teal pentagon,setsize03,teal,NA,two,pentagon,crit,TRUE
participant002,distractors0,colorredundantlowfreq,jade circle,setsize06,jade,NA,two,circle,crit,TRUE
participant002,distractors0,colorredundantlowfreq,jade pentagon,setsize06,jade,NA,three,pentagon,crit,TRUE
participant002,distractors1,colorredundantlowfreq,jade circle,setsize06,jade,NA,six,circle,crit,TRUE
participant002,distractors1,colorredundantlowfreq,jade hexagon,setsize06,jade,NA,six,hexagon,crit,TRUE
participant002,distractors2,colorredundantlowfreq,jade square,setsize06,jade,NA,six,square,crit,TRUE
participant002,distractors2,colorredundantlowfreq,teal square,setsize06,teal,NA,five,square,crit,TRUE
participant002,distractors3,colorredundantlowfreq,jade pentagon,setsize06,jade,NA,four,pentagon,crit,TRUE
participant002,distractors3,colorredundantlowfreq,teal circle,setsize06,teal,NA,three,circle,crit,TRUE
participant002,distractors4,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,one,hexagon,crit,TRUE
participant002,distractors4,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,six,hexagon,crit,TRUE
participant002,distractors0,colorredundantlowfreq,jade pentagon,setsize09,jade,NA,five,pentagon,crit,TRUE
participant002,distractors0,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,eight,hexagon,crit,TRUE
participant002,distractors1,colorredundantlowfreq,jade circle,setsize09,jade,NA,eight,circle,crit,TRUE
participant002,distractors1,colorredundantlowfreq,jade square,setsize09,jade,NA,two,square,crit,TRUE
participant002,distractors2,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,three,pentagon,crit,TRUE
participant002,distractors2,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,two,pentagon,crit,TRUE
participant002,distractors3,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,nine,pentagon,crit,TRUE
participant002,distractors3,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,nine,pentagon,crit,TRUE
participant002,distractors4,colorredundantlowfreq,teal circle,setsize09,teal,NA,four,circle,crit,TRUE
participant002,distractors4,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,one,hexagon,crit,TRUE
participant003,distractors0,orientredundant,vertical striped circle,setsize16,NA,vertical,four,circle,crit,TRUE
participant003,distractors0,orientredundant,vertical striped hexagon,setsize16,NA,vertical,seven,hexagon,crit,TRUE
participant003,distractors1,orientredundant,vertical striped circle,setsize16,NA,vertical,eleven,circle,crit,TRUE
participant003,distractors1,orientredundant,vertical striped hexagon,setsize16,NA,vertical,four,hexagon,crit,TRUE
participant003,distractors2,orientredundant,horizontal striped square,setsize16,NA,horizontal,one,square,crit,TRUE
participant003,distractors2,orientredundant,vertical striped circle,setsize16,NA,vertical,ten,circle,crit,TRUE
participant003,distractors3,orientredundant,horizontal striped pentagon,setsize16,NA,horizontal,three,pentagon,crit,TRUE
participant003,distractors3,orientredundant,square,setsize16,NA,vertical,nine,square,crit,FALSE
participant003,distractors4,orientredundant,circle,setsize16,NA,vertical,seven,circle,crit,FALSE
participant003,distractors4,orientredundant,vertical striped circle,setsize16,NA,vertical,five,circle,crit,TRUE
participant003,distractors0,orientredundant,circle,setsize03,NA,vertical,one,circle,crit,FALSE
participant003,distractors0,orientredundant,vertical striped square,setsize03,NA,vertical,one,square,crit,TRUE
participant003,distractors1,orientredundant,horizontal striped pentagon,setsize03,NA,horizontal,one,pentagon,crit,TRUE
participant003,distractors1,orientredundant,vertical striped hexagon,setsize03,NA,vertical,three,hexagon,crit,TRUE
participant003,distractors0,orientredundant,circle,setsize06,NA,horizontal,six,circle,crit,FALSE
participant003,distractors0,orientredundant,pentagon,setsize06,NA,vertical,four,pentagon,crit,FALSE
participant003,distractors1,orientredundant,horizontal striped circle,setsize06,NA,horizontal,four,circle,crit,TRUE
participant003,distractors1,orientredundant,horizontal striped square,setsize06,NA,horizontal,four,square,crit,TRUE
participant003,distractors2,orientredundant,pentagon,setsize06,NA,vertical,six,pentagon,crit,FALSE
participant003,distractors2,orientredundant,square,setsize06,NA,vertical,five,square,crit,FALSE
participant003,distractors3,orientredundant,circle,setsize06,NA,horizontal,three,circle,crit,FALSE
participant003,distractors3,orientredundant,horizontal striped circle,setsize06,NA,horizontal,three,circle,crit,TRUE
participant003,distractors4,orientredundant,horizontal striped hexagon,setsize06,NA,horizontal,four,hexagon,crit,TRUE
participant003,distractors4,orientredundant,horizontal striped square,setsize06,NA,horizontal,three,square,crit,TRUE
participant003,distractors0,orientredundant,horizontal striped circle,setsize09,NA,horizontal,six,circle,crit,TRUE
participant003,distractors1,orientredundant,vertical striped circle,setsize09,NA,vertical,nine,circle,crit,TRUE
participant003,distractors1,orientredundant,vertical striped pentagon,setsize09,NA,vertical,three,pentagon,crit,TRUE
participant003,distractors2,orientredundant,horizontal striped circle,setsize09,NA,horizontal,one,circle,crit,TRUE
participant003,distractors2,orientredundant,vertical striped circle,setsize09,NA,vertical,two,circle,crit,TRUE
participant003,distractors3,orientredundant,horizontal striped circle,setsize09,NA,horizontal,one,circle,crit,TRUE
participant003,distractors3,orientredundant,vertical striped pentagon,setsize09,NA,vertical,four,pentagon,crit,TRUE
participant003,distractors4,orientredundant,horizontal striped hexagon,setsize09,NA,horizontal,five,hexagon,crit,TRUE
participant003,distractors4,orientredundant,vertical striped square,setsize09,NA,vertical,seven,square,crit,TRUE
participant004,distractors0,colorredundant,hexagon,setsize16,blue,NA,one,hexagon,crit,FALSE
participant004,distractors0,colorredundant,square,setsize16,green,NA,one,square,crit,FALSE
participant004,distractors1,colorredundant,hexagon,setsize16,blue,NA,twelve,hexagon,crit,FALSE
participant004,distractors1,colorredundant,square,setsize16,blue,NA,one,square,crit,FALSE
participant004,distractors2,colorredundant,circle,setsize16,blue,NA,one,circle,crit,FALSE
participant004,distractors2,colorredundant,hexagon,setsize16,green,NA,five,hexagon,crit,FALSE
participant004,distractors3,colorredundant,pentagon,setsize16,blue,NA,twelve,pentagon,crit,FALSE
participant004,distractors3,colorredundant,square,setsize16,green,NA,thirteen,square,crit,FALSE
participant004,distractors4,colorredundant,circle,setsize16,green,NA,fifteen,circle,crit,FALSE
participant004,distractors4,colorredundant,square,setsize16,green,NA,twelve,square,crit,FALSE
participant004,distractors0,colorredundant,circle,setsize03,green,NA,two,circle,crit,FALSE
participant004,distractors0,colorredundant,square,setsize03,blue,NA,two,square,crit,FALSE
participant004,distractors1,colorredundant,circle,setsize03,green,NA,three,circle,crit,FALSE
participant004,distractors1,colorredundant,pentagon,setsize03,green,NA,three,pentagon,crit,FALSE
participant004,distractors0,colorredundant,hexagon,setsize06,green,NA,five,hexagon,crit,FALSE
participant004,distractors0,colorredundant,square,setsize06,blue,NA,five,square,crit,FALSE
participant004,distractors1,colorredundant,circle,setsize06,blue,NA,three,circle,crit,FALSE
participant004,distractors1,colorredundant,pentagon,setsize06,green,NA,five,pentagon,crit,FALSE
participant004,distractors2,colorredundant,circle,setsize06,green,NA,one,circle,crit,FALSE
participant004,distractors2,colorredundant,pentagon,setsize06,green,NA,six,pentagon,crit,FALSE
participant004,distractors3,colorredundant,hexagon,setsize06,green,NA,five,hexagon,crit,FALSE
participant004,distractors3,colorredundant,square,setsize06,blue,NA,five,square,crit,FALSE
participant004,distractors4,colorredundant,hexagon,setsize06,green,NA,two,hexagon,crit,FALSE
participant004,distractors4,colorredundant,square,setsize06,blue,NA,two,square,crit,FALSE
participant004,distractors0,colorredundant,circle,setsize09,green,NA,six,circle,crit,FALSE
participant004,distractors0,colorredundant,hexagon,setsize09,blue,NA,five,hexagon,crit,FALSE
participant004,distractors1,colorredundant,hexagon,setsize09,blue,NA,eight,hexagon,crit,FALSE
participant004,distractors1,colorredundant,square,setsize09,blue,NA,one,square,crit,FALSE
participant004,distractors2,colorredundant,hexagon,setsize09,green,NA,four,hexagon,crit,FALSE
participant004,distractors2,colorredundant,square,setsize09,blue,NA,eight,square,crit,FALSE
participant004,distractors3,colorredundant,hexagon,setsize09,green,NA,five,hexagon,crit,FALSE
participant004,distractors3,colorredundant,pentagon,setsize09,green,NA,nine,pentagon,crit,FALSE
participant004,distractors4,colorredundant,pentagon,setsize09,green,NA,four,pentagon,crit,FALSE
participant004,distractors4,colorredundant,pentagon,setsize09,blue,NA,three,pentagon,crit,FALSE
participant005,distractors0,colorredundant,green circle,setsize16,green,NA,two,circle,crit,TRUE
participant005,distractors0,colorredundant,green pentagon,setsize16,green,NA,nine,pentagon,crit,TRUE
participant005,distractors1,colorredundant,blue square,setsize16,blue,NA,eleven,square,crit,TRUE
participant005,distractors1,colorredundant,blue square,setsize16,blue,NA,four,square,crit,TRUE
participant005,distractors2,colorredundant,blue hexagon,setsize16,blue,NA,fourteen,hexagon,crit,TRUE
participant005,distractors2,colorredundant,blue pentagon,setsize16,blue,NA,seven,pentagon,crit,TRUE
participant005,distractors3,colorredundant,green circle,setsize16,green,NA,two,circle,crit,TRUE
participant005,distractors3,colorredundant,green square,setsize16,green,NA,fifteen,square,crit,TRUE
participant005,distractors4,colorredundant,blue hexagon,setsize16,blue,NA,nine,hexagon,crit,TRUE
participant005,distractors4,colorredundant,blue pentagon,setsize16,blue,NA,three,pentagon,crit,TRUE
participant005,distractors0,colorredundant,blue square,setsize03,blue,NA,two,square,crit,TRUE
participant005,distractors0,colorredundant,green square,setsize03,green,NA,two,square,crit,TRUE
participant005,distractors1,colorredundant,green hexagon,setsize03,green,NA,one,hexagon,crit,TRUE
participant005,distractors1,colorredundant,green square,setsize03,green,NA,two,square,crit,TRUE
participant005,distractors0,colorredundant,green hexagon,setsize06,green,NA,one,hexagon,crit,TRUE
participant005,distractors0,colorredundant,green pentagon,setsize06,green,NA,six,pentagon,crit,TRUE
participant005,distractors1,colorredundant,circle,setsize06,blue,NA,two,circle,crit,FALSE
participant005,distractors1,colorredundant,green hexagon,setsize06,green,NA,five,hexagon,crit,TRUE
participant005,distractors2,colorredundant,green circle,setsize06,green,NA,two,circle,crit,TRUE
participant005,distractors2,colorredundant,green square,setsize06,green,NA,five,square,crit,TRUE
participant005,distractors3,colorredundant,green circle,setsize06,green,NA,one,circle,crit,TRUE
participant005,distractors3,colorredundant,green hexagon,setsize06,green,NA,five,pentagon,crit,TRUE
participant005,distractors4,colorredundant,blue pentagon,setsize06,blue,NA,one,pentagon,crit,TRUE
participant005,distractors4,colorredundant,green pentagon,setsize06,green,NA,two,pentagon,crit,TRUE
participant005,distractors0,colorredundant,blue circle,setsize09,blue,NA,six,circle,crit,TRUE
participant005,distractors0,colorredundant,green hexagon,setsize09,green,NA,four,hexagon,crit,TRUE
participant005,distractors1,colorredundant,blue circle,setsize09,blue,NA,seven,circle,crit,TRUE
participant005,distractors1,colorredundant,green pentagon,setsize09,blue,NA,two,pentagon,crit,TRUE
participant005,distractors2,colorredundant,blue square,setsize09,blue,NA,five,square,crit,TRUE
participant005,distractors2,colorredundant,green hexagon,setsize09,green,NA,six,hexagon,crit,TRUE
participant005,distractors3,colorredundant,blue pentagon,setsize09,blue,NA,three,pentagon,crit,TRUE
participant005,distractors3,colorredundant,square,setsize09,blue,NA,five,square,crit,FALSE
participant005,distractors4,colorredundant,green circle,setsize09,green,NA,seven,circle,crit,TRUE
participant005,distractors4,colorredundant,green circle,setsize09,green,NA,three,circle,crit,TRUE
participant006,distractors0,orientredundant,circle,setsize16,NA,vertical,eleven,circle,crit,FALSE
participant006,distractors0,orientredundant,hexagon,setsize16,NA,vertical,fifteen,hexagon,crit,FALSE
participant006,distractors1,orientredundant,circle horizontal striped,setsize16,NA,horizontal,six,circle,crit,TRUE
participant006,distractors1,orientredundant,vertical striped square,setsize16,NA,vertical,twelve,square,crit,TRUE
participant006,distractors2,orientredundant,circle,setsize16,NA,vertical,two,circle,crit,FALSE
participant006,distractors2,orientredundant,pentagon vertical striped,setsize16,NA,vertical,five,pentagon,crit,TRUE
participant006,distractors3,orientredundant,pentagon,setsize16,NA,horizontal,four,pentagon,crit,FALSE
participant006,distractors3,orientredundant,square,setsize16,NA,vertical,one,square,crit,FALSE
participant006,distractors4,orientredundant,circle,setsize16,NA,horizontal,sixteen,circle,crit,FALSE
participant006,distractors4,orientredundant,hexagon,setsize16,NA,vertical,three,hexagon,crit,FALSE
participant006,distractors0,orientredundant,circle,setsize03,NA,vertical,three,circle,crit,FALSE
participant006,distractors0,orientredundant,square,setsize03,NA,vertical,three,square,crit,FALSE
participant006,distractors1,orientredundant,pentagon,setsize03,NA,horizontal,three,pentagon,crit,FALSE
participant006,distractors1,orientredundant,square,setsize03,NA,vertical,one,square,crit,FALSE
participant006,distractors0,orientredundant,hexagon,setsize06,NA,horizontal,five,hexagon,crit,FALSE
participant006,distractors0,orientredundant,vertical striped hexagon,setsize06,NA,vertical,one,hexagon,crit,TRUE
participant006,distractors1,orientredundant,hexagon,setsize06,NA,vertical,two,hexagon,crit,FALSE
participant006,distractors1,orientredundant,square,setsize06,NA,horizontal,one,square,crit,FALSE
participant006,distractors2,orientredundant,hexagon horizontal striped,setsize06,NA,horizontal,five,hexagon,crit,TRUE
participant006,distractors2,orientredundant,hexagon,setsize06,NA,vertical,three,hexagon,crit,FALSE
participant006,distractors3,orientredundant,hexagon,setsize06,NA,vertical,four,hexagon,crit,FALSE
participant006,distractors3,orientredundant,pentagon,setsize06,NA,horizontal,four,pentagon,crit,FALSE
participant006,distractors4,orientredundant,pentagon,setsize06,NA,vertical,three,pentagon,crit,FALSE
participant006,distractors4,orientredundant,square,setsize06,NA,vertical,six,square,crit,FALSE
participant006,distractors0,orientredundant,square vertical striped,setsize09,NA,vertical,four,square,crit,TRUE
participant006,distractors0,orientredundant,square,setsize09,NA,horizontal,two,square,crit,FALSE
participant006,distractors1,orientredundant,circle vertical striped,setsize09,NA,vertical,two,circle,crit,TRUE
participant006,distractors1,orientredundant,square,setsize09,NA,horizontal,one,square,crit,FALSE
participant006,distractors2,orientredundant,circle,setsize09,NA,vertical,four,circle,crit,FALSE
participant006,distractors2,orientredundant,hexagon,setsize09,NA,vertical,one,hexagon,crit,FALSE
participant006,distractors3,orientredundant,hexagon,setsize09,NA,vertical,five,hexagon,crit,FALSE
participant006,distractors3,orientredundant,square,setsize09,NA,vertical,four,square,crit,FALSE
participant006,distractors4,orientredundant,circle vertical striped,setsize09,NA,vertical,eight,circle,crit,TRUE
participant006,distractors4,orientredundant,square,setsize09,NA,vertical,four,square,crit,FALSE
participant007,distractors0,orientredundant,square vertical striped,setsize16,NA,vertical,two,square,crit,TRUE
participant007,distractors0,orientredundant,square,setsize16,NA,horizontal,eleven,square,crit,FALSE
participant007,distractors1,orientredundant,circle horizontal striped,setsize16,NA,horizontal,fifteen,circle,crit,TRUE
participant007,distractors1,orientredundant,hexagon vertical striped,setsize16,NA,vertical,one,pentagon,crit,TRUE
participant007,distractors2,orientredundant,hexagon vertical striped,setsize16,NA,vertical,three,hexagon,crit,TRUE
participant007,distractors2,orientredundant,square,setsize16,NA,horizontal,thirteen,square,crit,FALSE
participant007,distractors3,orientredundant,hexagon vertical striped,setsize16,NA,vertical,sixteen,hexagon,crit,TRUE
participant007,distractors3,orientredundant,square,setsize16,NA,horizontal,thirteen,square,crit,FALSE
participant007,distractors4,orientredundant,circle,setsize16,NA,vertical,four,circle,crit,FALSE
participant007,distractors4,orientredundant,hexagon horizontal striped,setsize16,NA,horizontal,six,hexagon,crit,TRUE
participant007,distractors0,orientredundant,square horizontal striped,setsize03,NA,horizontal,three,square,crit,TRUE
participant007,distractors0,orientredundant,square horizontal striped,setsize03,NA,horizontal,two,square,crit,TRUE
participant007,distractors1,orientredundant,pentagon,setsize03,NA,horizontal,three,pentagon,crit,FALSE
participant007,distractors1,orientredundant,square,setsize03,NA,horizontal,two,square,crit,FALSE
participant007,distractors0,orientredundant,circle,setsize06,NA,horizontal,one,circle,crit,FALSE
participant007,distractors0,orientredundant,square vertical striped,setsize06,NA,vertical,two,square,crit,TRUE
participant007,distractors1,orientredundant,square,setsize06,NA,horizontal,four,square,crit,FALSE
participant007,distractors1,orientredundant,square,setsize06,NA,horizontal,two,square,crit,FALSE
participant007,distractors2,orientredundant,circle horizontal striped,setsize06,NA,horizontal,one,circle,crit,TRUE
participant007,distractors2,orientredundant,circle vertical striped,setsize06,NA,vertical,three,circle,crit,TRUE
participant007,distractors3,orientredundant,hexagon vertical striped,setsize06,NA,vertical,two,hexagon,crit,TRUE
participant007,distractors3,orientredundant,pentagon horizontal striped,setsize06,NA,horizontal,two,pentagon,crit,TRUE
participant007,distractors4,orientredundant,pentagon vertical striped,setsize06,NA,vertical,five,pentagon,crit,TRUE
participant007,distractors4,orientredundant,vertical striped square,setsize06,NA,vertical,two,square,crit,TRUE
participant007,distractors0,orientredundant,square square,setsize09,NA,vertical,nine,square,crit,FALSE
participant007,distractors0,orientredundant,square,setsize09,NA,vertical,six,square,crit,FALSE
participant007,distractors1,orientredundant,circle vertical striped,setsize09,NA,vertical,four,circle,crit,TRUE
participant007,distractors1,orientredundant,circle,setsize09,NA,horizontal,two,circle,crit,FALSE
participant007,distractors2,orientredundant,hexagon horizontal striped,setsize09,NA,horizontal,seven,pentagon,crit,TRUE
participant007,distractors2,orientredundant,hexagon vertical striped,setsize09,NA,vertical,one,hexagon,crit,TRUE
participant007,distractors3,orientredundant,hexagon horizontal striped,setsize09,NA,horizontal,seven,hexagon,crit,TRUE
participant007,distractors3,orientredundant,hexagon vertical striped,setsize09,NA,vertical,six,pentagon,crit,TRUE
participant007,distractors4,orientredundant,circle,setsize09,NA,horizontal,four,circle,crit,FALSE
participant007,distractors4,orientredundant,square,setsize09,NA,vertical,one,square,crit,FALSE
participant008,distractors0,colorredundant,blue square,setsize16,blue,NA,eight,square,crit,TRUE
participant008,distractors0,colorredundant,green square,setsize16,green,NA,four,square,crit,TRUE
participant008,distractors1,colorredundant,blue circle,setsize16,blue,NA,five,circle,crit,TRUE
participant008,distractors1,colorredundant,blue pentagon,setsize16,blue,NA,twelve,pentagon,crit,TRUE
participant008,distractors2,colorredundant,blue circle,setsize16,blue,NA,eleven,circle,crit,TRUE
participant008,distractors2,colorredundant,blue square,setsize16,blue,NA,six,square,crit,TRUE
participant008,distractors3,colorredundant,green hexagon,setsize16,green,NA,thirteen,hexagon,crit,TRUE
participant008,distractors3,colorredundant,green hexagon,setsize16,green,NA,two,hexagon,crit,TRUE
participant008,distractors4,colorredundant,green circle,setsize16,green,NA,fifteen,circle,crit,TRUE
participant008,distractors4,colorredundant,green pentagon,setsize16,green,NA,thirteen,pentagon,crit,TRUE
participant008,distractors0,colorredundant,green circle,setsize03,green,NA,two,circle,crit,TRUE
participant008,distractors0,colorredundant,green square,setsize03,green,NA,one,square,crit,TRUE
participant008,distractors1,colorredundant,blue circle,setsize03,blue,NA,two,circle,crit,TRUE
participant008,distractors1,colorredundant,blue hexagon,setsize03,blue,NA,three,hexagon,crit,TRUE
participant008,distractors0,colorredundant,blue circle,setsize06,blue,NA,one,circle,crit,TRUE
participant008,distractors0,colorredundant,green pentagon,setsize06,green,NA,two,pentagon,crit,TRUE
participant008,distractors1,colorredundant,blue hexagon,setsize06,blue,NA,five,hexagon,crit,TRUE
participant008,distractors1,colorredundant,green pentagon,setsize06,green,NA,four,pentagon,crit,TRUE
participant008,distractors2,colorredundant,blue pentagon,setsize06,blue,NA,two,pentagon,crit,TRUE
participant008,distractors2,colorredundant,green circle,setsize06,green,NA,five,circle,crit,TRUE
participant008,distractors3,colorredundant,blue circle,setsize06,blue,NA,two,circle,crit,TRUE
participant008,distractors3,colorredundant,blue hexagon,setsize06,blue,NA,two,hexagon,crit,TRUE
participant008,distractors4,colorredundant,blue circle,setsize06,blue,NA,two,circle,crit,TRUE
participant008,distractors4,colorredundant,green hexagon,setsize06,green,NA,three,hexagon,crit,TRUE
participant008,distractors0,colorredundant,blue pentagon,setsize09,blue,NA,seven,pentagon,crit,TRUE
participant008,distractors0,colorredundant,green hexagon,setsize09,green,NA,seven,hexagon,crit,TRUE
participant008,distractors1,colorredundant,blue hexagon,setsize09,blue,NA,three,pentagon,crit,TRUE
participant008,distractors1,colorredundant,green hexagon,setsize09,green,NA,nine,hexagon,crit,TRUE
participant008,distractors2,colorredundant,blue circle,setsize09,blue,NA,eight,circle,crit,TRUE
participant008,distractors2,colorredundant,blue hexagon,setsize09,blue,NA,four,hexagon,crit,TRUE
participant008,distractors3,colorredundant,blue square,setsize09,blue,NA,three,square,crit,TRUE
participant008,distractors3,colorredundant,green hexagon,setsize09,green,NA,two,hexagon,crit,TRUE
participant008,distractors4,colorredundant,green pentagon,setsize09,green,NA,two,pentagon,crit,TRUE
participant008,distractors4,colorredundant,green square,setsize09,green,NA,eight,square,crit,TRUE
participant009,distractors0,colorredundantlowfreq,circle,setsize16,teal,NA,sixteen,circle,crit,FALSE
participant009,distractors0,colorredundantlowfreq,square,setsize16,teal,NA,nine,square,crit,FALSE
participant009,distractors1,colorredundantlowfreq,square,setsize16,teal,NA,one,square,crit,FALSE
participant009,distractors1,colorredundantlowfreq,teal pentagon,setsize16,teal,NA,twelve,pentagon,crit,TRUE
participant009,distractors2,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,five,pentagon,crit,TRUE
participant009,distractors2,colorredundantlowfreq,square,setsize16,jade,NA,eleven,square,crit,FALSE
participant009,distractors3,colorredundantlowfreq,circle,setsize16,jade,NA,eight,circle,crit,FALSE
participant009,distractors3,colorredundantlowfreq,jade square,setsize16,jade,NA,fifteen,square,crit,TRUE
participant009,distractors4,colorredundantlowfreq,circle,setsize16,teal,NA,four,circle,crit,FALSE
participant009,distractors4,colorredundantlowfreq,circle,setsize16,jade,NA,sixteen,circle,crit,FALSE
participant009,distractors0,colorredundantlowfreq,hexagon,setsize03,teal,NA,one,hexagon,crit,FALSE
participant009,distractors0,colorredundantlowfreq,hexagon,setsize03,jade,NA,one,hexagon,crit,FALSE
participant009,distractors1,colorredundantlowfreq,pentagon,setsize03,jade,NA,one,pentagon,crit,FALSE
participant009,distractors1,colorredundantlowfreq,pentagon,setsize03,jade,NA,three,pentagon,crit,FALSE
participant009,distractors0,colorredundantlowfreq,circle,setsize06,teal,NA,six,circle,crit,FALSE
participant009,distractors0,colorredundantlowfreq,jade square,setsize06,jade,NA,five,square,crit,TRUE
participant009,distractors1,colorredundantlowfreq,circle,setsize06,teal,NA,four,circle,crit,FALSE
participant009,distractors1,colorredundantlowfreq,pentagon,setsize06,teal,NA,one,pentagon,crit,FALSE
participant009,distractors2,colorredundantlowfreq,circle,setsize06,teal,NA,six,circle,crit,FALSE
participant009,distractors2,colorredundantlowfreq,circle,setsize06,teal,NA,three,circle,crit,FALSE
participant009,distractors3,colorredundantlowfreq,circle,setsize06,teal,NA,four,circle,crit,FALSE
participant009,distractors3,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,six,hexagon,crit,TRUE
participant009,distractors4,colorredundantlowfreq,square,setsize06,teal,NA,four,square,crit,FALSE
participant009,distractors4,colorredundantlowfreq,square,setsize06,jade,NA,six,square,crit,FALSE
participant009,distractors0,colorredundantlowfreq,jade hexagon,setsize09,jade,NA,eight,hexagon,crit,TRUE
participant009,distractors0,colorredundantlowfreq,teal square,setsize09,teal,NA,nine,square,crit,TRUE
participant009,distractors1,colorredundantlowfreq,circle,setsize09,teal,NA,seven,circle,crit,FALSE
participant009,distractors1,colorredundantlowfreq,hexagon,setsize09,teal,NA,seven,hexagon,crit,FALSE
