participant,nDistract,redundant,response,setSize,targetColor,targetOrient,targetPosition,targetShape,trialType,overinformative
participant015,distractors2,orientredundant,hexagon horizontal striped,setsize09,NA,vertical,one,hexagon,crit,TRUE
participant015,distractors2,orientredundant,hexagon vertical striped,setsize09,NA,vertical,nine,hexagon,crit,TRUE
participant015,distractors3,orientredundant,circle horizontal striped,setsize09,NA,horizontal,six,circle,crit,TRUE
participant015,distractors3,orientredundant,square vertical striped,setsize09,NA,vertical,four,square,crit,TRUE
participant015,distractors4,orientredundant,circle horizontal striped,setsize09,NA,horizontal,one,circle,crit,TRUE
participant015,distractors4,orientredundant,pentagon horizontal striped,setsize09,NA,horizontal,seven,pentagon,crit,TRUE
participant016,distractors0,colorredundantlowfreq,jade square,setsize16,jade,NA,six,square,crit,TRUE
participant016,distractors0,colorredundantlowfreq,teal circle,setsize16,teal,NA,ten,circle,crit,TRUE
participant016,distractors1,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,nine,pentagon,crit,TRUE
participant016,distractors1,colorredundantlowfreq,jade square,setsize16,jade,NA,five,square,crit,TRUE
participant016,distractors2,colorredundantlowfreq,jade circle,setsize16,jade,NA,three,circle,crit,TRUE
participant016,distractors2,colorredundantlowfreq,teal pentagon,setsize16,teal,NA,ten,pentagon,crit,TRUE
participant016,distractors3,colorredundantlowfreq,hexagon teal,setsize16,teal,NA,sixteen,hexagon,crit,TRUE
participant016,distractors3,colorredundantlowfreq,teal circle,setsize16,teal,NA,two,circle,crit,TRUE
participant016,distractors4,colorredundantlowfreq,jade square,setsize16,jade,NA,nine,square,crit,TRUE
participant016,distractors4,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,three,hexagon,crit,TRUE
participant016,distractors0,colorredundantlowfreq,jade square,setsize03,jade,NA,three,square,crit,TRUE
participant016,distractors0,colorredundantlowfreq,teal hexagon,setsize03,teal,NA,three,hexagon,crit,TRUE
participant016,distractors1,colorredundantlowfreq,jade pentagon,setsize03,jade,NA,one,pentagon,crit,TRUE
participant016,distractors1,colorredundantlowfreq,jade square,setsize03,jade,NA,one,square,crit,TRUE
participant016,distractors0,colorredundantlowfreq,teal circle,setsize06,teal,NA,five,circle,crit,TRUE
participant016,distractors0,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,two,hexagon,crit,TRUE
participant016,distractors1,colorredundantlowfreq,teal circle,setsize06,teal,NA,three,circle,crit,TRUE
participant016,distractors1,colorredundantlowfreq,teal pentagon,setsize06,teal,NA,three,pentagon,crit,TRUE
participant016,distractors2,colorredundantlowfreq,jade pentagon,setsize06,jade,NA,six,pentagon,crit,TRUE
participant016,distractors2,colorredundantlowfreq,jade square,setsize06,jade,NA,one,square,crit,TRUE
participant016,distractors3,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,six,hexagon,crit,TRUE
participant016,distractors3,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,six,hexagon,crit,TRUE
participant016,distractors4,colorredundantlowfreq,jade pentagon,setsize06,jade,NA,five,pentagon,crit,TRUE
participant016,distractors4,colorredundantlowfreq,teal circle,setsize06,teal,NA,five,circle,crit,TRUE
participant016,distractors0,colorredundantlowfreq,jade pentagon,setsize09,jade,NA,nine,pentagon,crit,TRUE
participant016,distractors0,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,five,pentagon,crit,TRUE
participant016,distractors1,colorredundantlowfreq,jade hexagon,setsize09,jade,NA,eight,hexagon,crit,TRUE
participant016,distractors1,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,one,hexagon,crit,TRUE
participant016,distractors2,colorredundantlowfreq,jade circle,setsize09,jade,NA,seven,circle,crit,TRUE
participant016,distractors2,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,seven,pentagon,crit,TRUE
participant016,distractors3,colorredundantlowfreq,jade circle,setsize09,jade,NA,three,circle,crit,TRUE
participant016,distractors3,colorredundantlowfreq,teal square,setsize09,teal,NA,three,square,crit,TRUE
participant016,distractors4,colorredundantlowfreq,jade circle,setsize09,jade,NA,five,circle,crit,TRUE
participant016,distractors4,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,six,hexagon,crit,TRUE
participant017,distractors0,orientredundant,horizontal striped pentagon,setsize16,NA,horizontal,nine,pentagon,crit,TRUE
participant017,distractors0,orientredundant,vertical striped hexagon,setsize16,NA,vertical,ten,hexagon,crit,TRUE
participant017,distractors1,orientredundant,horizontal striped circle,setsize16,NA,horizontal,seven,circle,crit,TRUE
participant017,distractors1,orientredundant,vertical striped circle,setsize16,NA,vertical,fourteen,circle,crit,TRUE
participant017,distractors2,orientredundant,pentagon,setsize16,NA,horizontal,nine,pentagon,crit,FALSE
participant017,distractors2,orientredundant,square vertical striped,setsize16,NA,vertical,ten,square,crit,TRUE
participant017,distractors3,orientredundant,horizontal striped pentagon,setsize16,NA,horizontal,fourteen,pentagon,crit,TRUE
participant017,distractors3,orientredundant,vertical striped square,setsize16,NA,vertical,five,square,crit,TRUE
participant017,distractors4,orientredundant,circle vertical striped,setsize16,NA,vertical,one,circle,crit,TRUE
participant017,distractors4,orientredundant,horizontal striped square,setsize16,NA,horizontal,three,square,crit,TRUE
participant017,distractors0,orientredundant,circle horizontal striped,setsize03,NA,horizontal,one,circle,crit,TRUE
participant017,distractors0,orientredundant,hexagon vertical striped,setsize03,NA,vertical,one,hexagon,crit,TRUE
participant017,distractors1,orientredundant,horizontal striped circle,setsize03,NA,horizontal,two,circle,crit,TRUE
participant017,distractors1,orientredundant,pentagon horizontal striped,setsize03,NA,horizontal,three,pentagon,crit,TRUE
participant017,distractors0,orientredundant,hexagon vertical striped,setsize06,NA,vertical,five,hexagon,crit,TRUE
participant017,distractors0,orientredundant,square horizontal striped,setsize06,NA,horizontal,one,square,crit,TRUE
participant017,distractors1,orientredundant,horizontal striped pentagon,setsize06,NA,horizontal,three,pentagon,crit,TRUE
participant017,distractors1,orientredundant,horizontal striped pentagon,setsize06,NA,horizontal,two,pentagon,crit,TRUE
participant017,distractors2,orientredundant,circle horizontal striped,setsize06,NA,horizontal,one,circle,crit,TRUE
participant017,distractors2,orientredundant,horizontal striped square,setsize06,NA,horizontal,four,square,crit,TRUE
participant017,distractors3,orientredundant,hexagon vertical striped,setsize06,NA,vertical,three,hexagon,crit,TRUE
participant017,distractors3,orientredundant,pentagon horizontal striped,setsize06,NA,horizontal,five,pentagon,crit,TRUE
participant017,distractors4,orientredundant,square horizontal striped,setsize06,NA,horizontal,six,square,crit,TRUE
participant017,distractors4,orientredundant,square vertical striped,setsize06,NA,vertical,two,square,crit,TRUE
participant017,distractors0,orientredundant,vertical striped circle,setsize09,NA,vertical,eight,circle,crit,TRUE
participant017,distractors0,orientredundant,vertical striped circle,setsize09,NA,vertical,six,circle,crit,TRUE
participant017,distractors1,orientredundant,horizontal striped square,setsize09,NA,horizontal,seven,square,crit,TRUE
participant017,distractors1,orientredundant,pentagon horizontal striped,setsize09,NA,horizontal,three,pentagon,crit,TRUE
participant017,distractors2,orientredundant,square vertical striped,setsize09,NA,vertical,one,square,crit,TRUE
participant017,distractors2,orientredundant,vertical striped square,setsize09,NA,vertical,three,square,crit,TRUE
participant017,distractors3,orientredundant,horizontal striped hexagon,setsize09,NA,horizontal,three,hexagon,crit,TRUE
participant017,distractors3,orientredundant,vertical striped pentagon,setsize09,NA,vertical,six,pentagon,crit,TRUE
participant017,distractors4,orientredundant,vertical striped circle,setsize09,NA,vertical,three,circle,crit,TRUE
participant017,distractors4,orientredundant,vertical striped square,setsize09,NA,vertical,seven,square,crit,TRUE
participant018,distractors0,orientredundant,circle,setsize16,NA,vertical,fifteen,circle,crit,FALSE
participant018,distractors0,orientredundant,hexagon,setsize16,NA,vertical,two,hexagon,crit,FALSE
participant018,distractors1,orientredundant,circle,setsize16,NA,vertical,five,circle,crit,FALSE
participant018,distractors1,orientredundant,pentagon,setsize16,NA,horizontal,eleven,pentagon,crit,FALSE
participant018,distractors2,orientredundant,circle,setsize16,NA,vertical,ten,circle,crit,FALSE
participant018,distractors2,orientredundant,square,setsize16,NA,vertical,eleven,square,crit,FALSE
participant018,distractors3,orientredundant,hexagon,setsize16,NA,vertical,four,hexagon,crit,FALSE
participant018,distractors3,orientredundant,hexagon,setsize16,NA,vertical,twelve,hexagon,crit,FALSE
participant018,distractors4,orientredundant,hexagon,setsize16,NA,vertical,eight,hexagon,crit,FALSE
participant018,distractors4,orientredundant,pentagon,setsize16,NA,horizontal,fourteen,pentagon,crit,FALSE
participant018,distractors0,orientredundant,pentagon,setsize03,NA,horizontal,one,pentagon,crit,FALSE
participant018,distractors0,orientredundant,pentagon,setsize03,NA,horizontal,two,pentagon,crit,FALSE
participant018,distractors1,orientredundant,hexagon,setsize03,NA,vertical,one,hexagon,crit,FALSE
participant018,distractors1,orientredundant,pentagon,setsize03,NA,horizontal,one,pentagon,crit,FALSE
participant018,distractors0,orientredundant,hexagon,setsize06,NA,vertical,five,hexagon,crit,FALSE
participant018,distractors0,orientredundant,hexagon,setsize06,NA,vertical,six,hexagon,crit,FALSE
participant018,distractors1,orientredundant,pentagon,setsize06,NA,vertical,six,pentagon,crit,FALSE
participant018,distractors1,orientredundant,vertical striped hexagon,setsize06,NA,vertical,five,hexagon,crit,TRUE
participant018,distractors2,orientredundant,hexagon,setsize06,NA,vertical,one,hexagon,crit,FALSE
participant018,distractors2,orientredundant,hexagon,setsize06,NA,horizontal,six,hexagon,crit,FALSE
participant018,distractors3,orientredundant,hexagon,setsize06,NA,vertical,two,hexagon,crit,FALSE
participant018,distractors3,orientredundant,square,setsize06,NA,horizontal,two,square,crit,FALSE
participant018,distractors4,orientredundant,hexagon,setsize06,NA,vertical,four,hexagon,crit,FALSE
participant018,distractors4,orientredundant,hexagon,setsize06,NA,vertical,six,hexagon,crit,FALSE
participant018,distractors0,orientredundant,pentagon,setsize09,NA,horizontal,four,pentagon,crit,FALSE
participant018,distractors0,orientredundant,pentagon,setsize09,NA,horizontal,four,pentagon,crit,FALSE
participant018,distractors1,orientredundant,circle,setsize09,NA,vertical,six,circle,crit,FALSE
participant018,distractors1,orientredundant,hexagon,setsize09,NA,vertical,eight,hexagon,crit,FALSE
participant018,distractors2,orientredundant,pentagon,setsize09,NA,vertical,six,pentagon,crit,FALSE
participant018,distractors2,orientredundant,square,setsize09,NA,vertical,one,square,crit,FALSE
participant018,distractors3,orientredundant,circle,setsize09,NA,horizontal,one,circle,crit,FALSE
participant018,distractors3,orientredundant,square,setsize09,NA,vertical,seven,square,crit,FALSE
participant018,distractors4,orientredundant,hexagon,setsize09,NA,vertical,seven,hexagon,crit,FALSE
participant018,distractors4,orientredundant,pentagon,setsize09,NA,horizontal,four,pentagon,crit,FALSE
participant019,distractors0,colorredundantlowfreq,circle,setsize16,jade,NA,one,circle,crit,FALSE
participant019,distractors0,colorredundantlowfreq,pentagon,setsize16,teal,NA,sixteen,pentagon,crit,FALSE
participant019,distractors1,colorredundantlowfreq,square,setsize16,teal,NA,fifteen,square,crit,FALSE
participant019,distractors1,colorredundantlowfreq,square,setsize16,jade,NA,fourteen,square,crit,FALSE
participant019,distractors2,colorredundantlowfreq,pentagon,setsize16,teal,NA,eleven,pentagon,crit,FALSE
participant019,distractors2,colorredundantlowfreq,square,setsize16,teal,NA,fifteen,square,crit,FALSE
participant019,distractors3,colorredundantlowfreq,pentagon,setsize16,jade,NA,seven,pentagon,crit,FALSE
participant019,distractors3,colorredundantlowfreq,square,setsize16,jade,NA,seven,square,crit,FALSE
participant019,distractors4,colorredundantlowfreq,square,setsize16,jade,NA,eleven,square,crit,FALSE
participant019,distractors4,colorredundantlowfreq,square,setsize16,teal,NA,five,square,crit,FALSE
participant019,distractors0,colorredundantlowfreq,circle,setsize03,jade,NA,two,circle,crit,FALSE
participant019,distractors0,colorredundantlowfreq,square,setsize03,jade,NA,two,square,crit,FALSE
participant019,distractors1,colorredundantlowfreq,circle,setsize03,teal,NA,two,circle,crit,FALSE
participant019,distractors1,colorredundantlowfreq,hexagon,setsize03,jade,NA,two,hexagon,crit,FALSE
participant019,distractors0,colorredundantlowfreq,hexagon,setsize06,jade,NA,one,hexagon,crit,FALSE
participant019,distractors0,colorredundantlowfreq,square,setsize06,teal,NA,one,square,crit,FALSE
participant019,distractors1,colorredundantlowfreq,hexagon,setsize06,jade,NA,two,hexagon,crit,FALSE
participant019,distractors1,colorredundantlowfreq,pentagon,setsize06,teal,NA,six,pentagon,crit,FALSE
participant019,distractors2,colorredundantlowfreq,circle,setsize06,jade,NA,five,circle,crit,FALSE
participant019,distractors2,colorredundantlowfreq,hexagon,setsize06,teal,NA,six,square,crit,FALSE
participant019,distractors3,colorredundantlowfreq,circle,setsize06,jade,NA,one,circle,crit,FALSE
participant019,distractors3,colorredundantlowfreq,pentagon,setsize06,teal,NA,one,pentagon,crit,FALSE
participant019,distractors4,colorredundantlowfreq,hexagon,setsize06,teal,NA,five,hexagon,crit,FALSE
participant019,distractors4,colorredundantlowfreq,pentagon,setsize06,jade,NA,six,pentagon,crit,FALSE
participant019,distractors0,colorredundantlowfreq,pentagon,setsize09,jade,NA,seven,pentagon,crit,FALSE
participant019,distractors0,colorredundantlowfreq,pentagon,setsize09,jade,NA,six,pentagon,crit,FALSE
participant019,distractors1,colorredundantlowfreq,square,setsize09,teal,NA,four,square,crit,FALSE
participant019,distractors1,colorredundantlowfreq,square,setsize09,jade,NA,one,square,crit,FALSE
participant019,distractors2,colorredundantlowfreq,hexagon,setsize09,teal,NA,three,hexagon,crit,FALSE
participant019,distractors2,colorredundantlowfreq,pentagon,setsize09,teal,NA,six,pentagon,crit,FALSE
participant019,distractors3,colorredundantlowfreq,hexagon hexagon,setsize09,teal,NA,nine,hexagon,crit,FALSE
participant019,distractors3,colorredundantlowfreq,square,setsize09,teal,NA,four,square,crit,FALSE
participant019,distractors4,colorredundantlowfreq,circle,setsize09,teal,NA,two,circle,crit,FALSE
participant019,distractors4,colorredundantlowfreq,pentagon,setsize09,jade,NA,one,pentagon,crit,FALSE
participant020,distractors0,colorredundant,green hexagon,setsize16,green,NA,five,hexagon,crit,TRUE
participant020,distractors0,colorredundant,green hexagon,setsize16,green,NA,one,hexagon,crit,TRUE
participant020,distractors1,colorredundant,blue pentagon,setsize16,blue,NA,four,pentagon,crit,TRUE
participant020,distractors1,colorredundant,blue pentagon,setsize16,blue,NA,six,pentagon,crit,TRUE
participant020,distractors2,colorredundant,blue hexagon,setsize16,blue,NA,eleven,hexagon,crit,TRUE
participant020,distractors2,colorredundant,blue square,setsize16,blue,NA,six,square,crit,TRUE
participant020,distractors3,colorredundant,blue pentagon,setsize16,blue,NA,two,pentagon,crit,TRUE
participant020,distractors3,colorredundant,blue square,setsize16,blue,NA,sixteen,square,crit,TRUE
participant020,distractors4,colorredundant,green square,setsize16,green,NA,eleven,square,crit,TRUE
participant020,distractors4,colorredundant,green square,setsize16,green,NA,sixteen,square,crit,TRUE
participant020,distractors0,colorredundant,blue pentagon,setsize03,blue,NA,three,pentagon,crit,TRUE
participant020,distractors0,colorredundant,blue square,setsize03,blue,NA,one,square,crit,TRUE
participant020,distractors1,colorredundant,blue pentagon,setsize03,blue,NA,three,pentagon,crit,TRUE
participant020,distractors1,colorredundant,blue square,setsize03,blue,NA,three,square,crit,TRUE
participant020,distractors0,colorredundant,green circle,setsize06,green,NA,three,circle,crit,TRUE
participant020,distractors0,colorredundant,green pentagon,setsize06,green,NA,six,pentagon,crit,TRUE
participant020,distractors1,colorredundant,green hexagon,setsize06,green,NA,six,hexagon,crit,TRUE
participant020,distractors1,colorredundant,green pentagon,setsize06,green,NA,one,pentagon,crit,TRUE
participant020,distractors2,colorredundant,green circle,setsize06,green,NA,six,circle,crit,TRUE
participant020,distractors2,colorredundant,green pentagon,setsize06,green,NA,two,pentagon,crit,TRUE
participant020,distractors3,colorredundant,blue circle,setsize06,blue,NA,five,circle,crit,TRUE
participant020,distractors3,colorredundant,green square,setsize06,green,NA,two,square,crit,TRUE
participant020,distractors4,colorredundant,green square,setsize06,green,NA,four,square,crit,TRUE
participant020,distractors4,colorredundant,green square,setsize06,green,NA,one,square,crit,TRUE
participant020,distractors0,colorredundant,blue pentagon,setsize09,blue,NA,seven,pentagon,crit,TRUE
participant020,distractors0,colorredundant,green square,setsize09,green,NA,seven,square,crit,TRUE
participant020,distractors1,colorredundant,blue pentagon,setsize09,blue,NA,three,pentagon,crit,TRUE
participant020,distractors1,colorredundant,green pentagon,setsize09,green,NA,two,pentagon,crit,TRUE
participant020,distractors2,colorredundant,blue pentagon,setsize09,blue,NA,nine,pentagon,crit,TRUE
participant020,distractors2,colorredundant,green circle,setsize09,green,NA,six,circle,crit,TRUE
participant020,distractors3,colorredundant,blue circle,setsize09,blue,NA,eight,circle,crit,TRUE
participant020,distractors3,colorredundant,green square,setsize09,green,NA,three,square,crit,TRUE
participant020,distractors4,colorredundant,blue pentagon,setsize09,blue,NA,two,pentagon,crit,TRUE
participant020,distractors4,colorredundant,blue pentagon,setsize09,blue,NA,two,pentagon,crit,TRUE
participant021,distractors0,colorredundantlowfreq,jade circle,setsize16,jade,NA,three,circle,crit,TRUE
participant021,distractors0,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,fourteen,hexagon,crit,TRUE
participant021,distractors1,colorredundantlowfreq,teal circle,setsize16,teal,NA,sixteen,circle,crit,TRUE
participant021,distractors1,colorredundantlowfreq,teal pentagon,setsize16,teal,NA,two,pentagon,crit,TRUE
participant021,distractors2,colorredundantlowfreq,jade circle,setsize16,jade,NA,ten,circle,crit,TRUE
participant021,distractors2,colorredundantlowfreq,teal square,setsize16,jade,NA,twelve,square,crit,TRUE
participant021,distractors3,colorredundantlowfreq,jade hexagon,setsize16,jade,NA,one,hexagon,crit,TRUE
participant021,distractors3,colorredundantlowfreq,teal square,setsize16,teal,NA,six,square,crit,TRUE
participant021,distractors4,colorredundantlowfreq,jade circle,setsize16,jade,NA,eleven,circle,crit,TRUE
participant021,distractors4,colorredundantlowfreq,jade hexagon,setsize16,jade,NA,ten,hexagon,crit,TRUE
participant021,distractors0,colorredundantlowfreq,teal pentagon,setsize03,teal,NA,two,pentagon,crit,TRUE
participant021,distractors0,colorredundantlowfreq,teal square,setsize03,teal,NA,one,square,crit,TRUE
participant021,distractors1,colorredundantlowfreq,jade hexagon,setsize03,jade,NA,one,hexagon,crit,TRUE
participant021,distractors1,colorredundantlowfreq,jade square,setsize03,jade,NA,one,square,crit,TRUE
participant021,distractors0,colorredundantlowfreq,hexagon teal,setsize06,teal,NA,six,hexagon,crit,TRUE
participant021,distractors0,colorredundantlowfreq,teal square,setsize06,teal,NA,five,square,crit,TRUE
participant021,distractors1,colorredundantlowfreq,jade square,setsize06,jade,NA,six,square,crit,TRUE
participant021,distractors1,colorredundantlowfreq,teal pentagon,setsize06,teal,NA,four,pentagon,crit,TRUE
participant021,distractors2,colorredundantlowfreq,teal circle,setsize06,teal,NA,one,circle,crit,TRUE
participant021,distractors2,colorredundantlowfreq,teal pentagon,setsize06,teal,NA,two,pentagon,crit,TRUE
participant021,distractors3,colorredundantlowfreq,jade circle,setsize06,jade,NA,one,circle,crit,TRUE
participant021,distractors3,colorredundantlowfreq,teal circle,setsize06,teal,NA,five,circle,crit,TRUE
participant021,distractors4,colorredundantlowfreq,teal circle,setsize06,teal,NA,four,circle,crit,TRUE
participant021,distractors4,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,five,hexagon,crit,TRUE
participant021,distractors0,colorredundantlowfreq,circle,setsize09,jade,NA,nine,circle,crit,FALSE
participant021,distractors0,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,eight,hexagon,crit,TRUE
participant021,distractors1,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,nine,pentagon,crit,TRUE
participant021,distractors1,colorredundantlowfreq,teal square,setsize09,teal,NA,one,square,crit,TRUE
participant021,distractors2,colorredundantlowfreq,jade circle,setsize09,jade,NA,two,circle,crit,TRUE
participant021,distractors2,colorredundantlowfreq,jade pentagon,setsize09,jade,NA,seven,pentagon,crit,TRUE
participant021,distractors3,colorredundantlowfreq,jade pentagon,setsize09,jade,NA,nine,pentagon,crit,TRUE
participant021,distractors3,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,one,hexagon,crit,TRUE
participant021,distractors4,colorredundantlowfreq,circle,setsize09,jade,NA,five,circle,crit,FALSE
participant021,distractors4,colorredundantlowfreq,jade circle,setsize09,jade,NA,one,circle,crit,TRUE
participant022,distractors0,colorredundantlowfreq,circle,setsize16,teal,NA,thirteen,circle,crit,FALSE
participant022,distractors0,colorredundantlowfreq,square,setsize16,jade,NA,fifteen,square,crit,FALSE
participant022,distractors1,colorredundantlowfreq,hexagon,setsize16,jade,NA,four,hexagon,crit,FALSE
participant022,distractors1,colorredundantlowfreq,square,setsize16,teal,NA,one,square,crit,FALSE
participant022,distractors2,colorredundantlowfreq,hexagon,setsize16,teal,NA,fourteen,hexagon,crit,FALSE
participant022,distractors2,colorredundantlowfreq,pentagon,setsize16,jade,NA,seven,pentagon,crit,FALSE
participant022,distractors3,colorredundantlowfreq,circle,setsize16,teal,NA,six,circle,crit,FALSE
participant022,distractors3,colorredundantlowfreq,hexagon,setsize16,jade,NA,thirteen,hexagon,crit,FALSE
participant022,distractors4,colorredundantlowfreq,circle,setsize16,teal,NA,fourteen,circle,crit,FALSE
participant022,distractors4,colorredundantlowfreq,square,setsize16,jade,NA,fourteen,square,crit,FALSE
participant022,distractors0,colorredundantlowfreq,hexagon,setsize03,jade,NA,one,hexagon,crit,FALSE
participant022,distractors0,colorredundantlowfreq,pentagon,setsize03,jade,NA,two,pentagon,crit,FALSE
participant022,distractors1,colorredundantlowfreq,pentagon,setsize03,jade,NA,three,pentagon,crit,FALSE
participant022,distractors1,colorredundantlowfreq,square,setsize03,teal,NA,one,square,crit,FALSE
participant022,distractors0,colorredundantlowfreq,pentagon,setsize06,jade,NA,six,pentagon,crit,FALSE
participant022,distractors0,colorredundantlowfreq,square,setsize06,teal,NA,four,square,crit,FALSE
participant022,distractors1,colorredundantlowfreq,circle,setsize06,teal,NA,four,circle,crit,FALSE
participant022,distractors1,colorredundantlowfreq,hexagon,setsize06,jade,NA,six,hexagon,crit,FALSE
participant022,distractors2,colorredundantlowfreq,pentagon,setsize06,teal,NA,three,pentagon,crit,FALSE
participant022,distractors2,colorredundantlowfreq,square,setsize06,jade,NA,four,square,crit,FALSE
participant022,distractors3,colorredundantlowfreq,circle,setsize06,jade,NA,three,circle,crit,FALSE
participant022,distractors3,colorredundantlowfreq,square,setsize06,jade,NA,four,square,crit,FALSE
participant022,distractors4,colorredundantlowfreq,circle,setsize06,jade,NA,three,circle,crit,FALSE
participant022,distractors4,colorredundantlowfreq,square,setsize06,teal,NA,two,square,crit,FALSE
participant022,distractors0,colorredundantlowfreq,circle,setsize09,jade,NA,three,circle,crit,FALSE
participant022,distractors0,colorredundantlowfreq,pentagon,setsize09,teal,NA,one,pentagon,crit,FALSE
participant022,distractors1,colorredundantlowfreq,hexagon,setsize09,jade,NA,four,hexagon,crit,FALSE
participant022,distractors1,colorredundantlowfreq,square,setsize09,jade,NA,five,square,crit,FALSE
participant022,distractors2,colorredundantlowfreq,circle,setsize09,jade,NA,seven,circle,crit,FALSE
participant022,distractors2,colorredundantlowfreq,square,setsize09,jade,NA,eight,square,crit,FALSE
participant022,distractors3,colorredundantlowfreq,circle,setsize09,teal,NA,four,circle,crit,FALSE
participant022,distractors3,colorredundantlowfreq,pentagon,setsize09,teal,NA,seven,pentagon,crit,FALSE
participant022,distractors4,colorredundantlowfreq,hexagon,setsize09,jade,NA,nine,hexagon,crit,FALSE
participant022,distractors4,colorredundantlowfreq,pentagon,setsize09,teal,NA,six,pentagon,crit,FALSE
participant023,distractors0,colorredundant,circle,setsize16,blue,NA,eight,circle,crit,FALSE
participant023,distractors0,colorredundant,hexagon,setsize16,green,NA,eleven,pentagon,crit,FALSE
participant023,distractors1,colorredundant,hexagon,setsize16,green,NA,fifteen,hexagon,crit,FALSE
participant023,distractors1,colorredundant,square,setsize16,green,NA,thirteen,square,crit,FALSE
participant023,distractors2,colorredundant,hexagon,setsize16,blue,NA,one,hexagon,crit,FALSE
participant023,distractors2,colorredundant,square,setsize16,green,NA,seven,square,crit,FALSE
participant023,distractors3,colorredundant,pentagon,setsize16,green,NA,ten,pentagon,crit,FALSE
participant023,distractors3,colorredundant,square,setsize16,green,NA,fourteen,square,crit,FALSE
participant023,distractors4,colorredundant,circle,setsize16,blue,NA,eleven,circle,crit,FALSE
participant023,distractors4,colorredundant,circle,setsize16,blue,NA,ten,circle,crit,FALSE
participant023,distractors0,colorredundant,circle,setsize03,green,NA,three,circle,crit,FALSE
participant023,distractors0,colorredundant,pentagon,setsize03,green,NA,three,pentagon,crit,FALSE
participant023,distractors1,colorredundant,pentagon,setsize03,blue,NA,one,pentagon,crit,FALSE
participant023,distractors1,colorredundant,pentagon,setsize03,blue,NA,one,pentagon,crit,FALSE
participant023,distractors0,colorredundant,hexagon,setsize06,green,NA,five,hexagon,crit,FALSE
participant023,distractors0,colorredundant,pentagon,setsize06,blue,NA,one,pentagon,crit,FALSE
participant023,distractors1,colorredundant,pentagon,setsize06,blue,NA,two,pentagon,crit,FALSE
participant023,distractors1,colorredundant,square,setsize06,green,NA,five,square,crit,FALSE
participant023,distractors2,colorredundant,circle,setsize06,blue,NA,three,circle,crit,FALSE
participant023,distractors2,colorredundant,pentagon,setsize06,blue,NA,two,pentagon,crit,FALSE
participant023,distractors3,colorredundant,pentagon,setsize06,green,NA,two,pentagon,crit,FALSE
participant023,distractors3,colorredundant,square,setsize06,blue,NA,three,square,crit,FALSE
participant023,distractors4,colorredundant,pentagon,setsize06,blue,NA,one,pentagon,crit,FALSE
participant023,distractors4,colorredundant,pentagon,setsize06,green,NA,three,pentagon,crit,FALSE
participant023,distractors0,colorredundant,blue hexagon,setsize09,blue,NA,two,hexagon,crit,TRUE
participant023,distractors0,colorredundant,square,setsize09,blue,NA,six,square,crit,FALSE
participant023,distractors1,colorredundant,green circle,setsize09,green,NA,eight,circle,crit,TRUE
participant023,distractors1,colorredundant,hexagon,setsize09,blue,NA,four,hexagon,crit,FALSE
participant023,distractors2,colorredundant,circle,setsize09,green,NA,six,circle,crit,FALSE
participant023,distractors2,colorredundant,pentagon,setsize09,green,NA,four,pentagon,crit,FALSE
participant023,distractors3,colorredundant,circle,setsize09,blue,NA,four,circle,crit,FALSE
participant023,distractors3,colorredundant,pentagon,setsize09,blue,NA,nine,pentagon,crit,FALSE
participant023,distractors4,colorredundant,hexagon,setsize09,blue,NA,three,hexagon,crit,FALSE
participant023,distractors4,colorredundant,pentagon,setsize09,green,NA,seven,pentagon,crit,FALSE
participant024,distractors0,colorredundant,circle,setsize16,green,NA,five,circle,crit,FALSE
participant024,distractors0,colorredundant,hexagon,setsize16,green,NA,twelve,hexagon,crit,FALSE
participant024,distractors1,colorredundant,circle,setsize16,green,NA,eleven,circle,crit,FALSE
participant024,distractors1,colorredundant,pentagon,setsize16,blue,NA,five,pentagon,crit,FALSE
participant024,distractors2,colorredundant,pentagon green,setsize16,green,NA,sixteen,pentagon,crit,TRUE
participant024,distractors2,colorredundant,pentagon green,setsize16,green,NA,two,pentagon,crit,TRUE
participant024,distractors3,colorredundant,hexagon,setsize16,blue,NA,one,hexagon,crit,FALSE
participant024,distractors3,colorredundant,pentagon,setsize16,green,NA,one,pentagon,crit,FALSE
participant024,distractors4,colorredundant,hexagon blue,setsize16,blue,NA,nine,hexagon,crit,TRUE
participant024,distractors4,colorredundant,hexagon blue,setsize16,blue,NA,six,hexagon,crit,TRUE
participant024,distractors0,colorredundant,hexagon,setsize03,blue,NA,three,pentagon,crit,FALSE
