participant,utc,list,dimension,phase,response,step
participant001,1724255807836,list2,yellow,ColorStaircase,yellow,0
participant001,1724255809100,list2,orange,ColorStaircase,orange,0
participant001,1724255809868,list2,yellow,ColorStaircase,yellow,0
participant001,1724255810573,list2,orange,ColorStaircase,orange,0
participant001,1724255811277,list2,yellow,ColorStaircase,yellow,5
participant001,1724255812037,list2,yellow,ColorStaircase,yellow,5
participant001,1724255812837,list2,yellow,ColorStaircase,yellow,10
participant001,1724255813732,list2,orange,ColorStaircase,orange,5
participant001,1724255814476,list2,orange,ColorStaircase,orange,5
participant001,1724255815357,list2,yellow,ColorStaircase,yellow,10
participant001,1724255816205,list2,orange,ColorStaircase,orange,10
participant001,1724255817028,list2,orange,ColorStaircase,orange,10
participant001,1724255817813,list2,orange,ColorStaircase,orange,15
participant001,1724255818677,list2,yellow,ColorStaircase,yellow,15
participant001,1724255819452,list2,orange,ColorStaircase,orange,15
participant001,1724255820221,list2,orange,ColorStaircase,yellow,20
participant001,1724255821243,list2,yellow,ColorStaircase,yellow,15
participant001,1724255823588,list2,yellow,ColorStaircase,yellow,20
participant001,1724255824772,list2,yellow,ColorStaircase,yellow,20
participant001,1724255825509,list2,orange,ColorStaircase,orange,16
participant001,1724255826221,list2,orange,ColorStaircase,orange,16
participant001,1724255826931,list2,orange,ColorStaircase,orange,18
participant001,1724255827669,list2,orange,ColorStaircase,orange,18
participant001,1724255828444,list2,orange,ColorStaircase,orange,20
participant001,1724255829596,list2,orange,ColorStaircase,orange,20
participant001,1724255830259,list2,yellow,ColorStaircase,orange,25
participant001,1724255831100,list2,yellow,ColorStaircase,yellow,21
participant001,1724255831997,list2,yellow,ColorStaircase,yellow,21
participant001,1724255834164,list2,yellow,ColorStaircase,yellow,23
participant001,1724255835541,list2,yellow,ColorStaircase,orange,23
participant001,1724255837444,list2,yellow,ColorStaircase,orange,22
participant001,1724255838748,list2,yellow,ColorStaircase,yellow,21
participant001,1724255839772,list2,orange,ColorStaircase,orange,22
participant001,1724255841085,list2,yellow,ColorStaircase,yellow,21
participant001,1724255842147,list2,orange,ColorStaircase,orange,22
participant001,1724255843220,list2,orange,ColorStaircase,orange,24
participant001,1724255844116,list2,orange,ColorStaircase,orange,24
participant001,1724255846085,list2,orange,ColorStaircase,orange,26
participant001,1724255846853,list2,orange,ColorStaircase,orange,26
participant001,1724255847972,list2,orange,ColorStaircase,orange,28
participant001,1724255848964,list2,orange,ColorStaircase,orange,28
participant001,1724255850109,list2,orange,ColorStaircase,yellow,30
participant001,1724255850837,list2,orange,ColorStaircase,yellow,29
participant001,1724255852067,list2,orange,ColorStaircase,yellow,28
participant001,1724255852980,list2,orange,ColorStaircase,yellow,27
participant001,1724255853924,list2,orange,ColorStaircase,yellow,26
participant001,1724255854859,list2,orange,ColorStaircase,orange,25
participant001,1724255856245,list2,orange,ColorStaircase,orange,25
participant005,1724260279119,list3,green,ColorStaircase,green,0
participant005,1724260279884,list3,green,ColorStaircase,green,0
participant005,1724260280667,list3,blue,ColorStaircase,blue,0
participant005,1724260281289,list3,blue,ColorStaircase,blue,0
participant005,1724260281956,list3,green,ColorStaircase,green,5
participant005,1724260282615,list3,blue,ColorStaircase,blue,5
participant005,1724260283560,list3,green,ColorStaircase,green,5
participant005,1724260284318,list3,blue,ColorStaircase,blue,5
participant005,1724260284947,list3,blue,ColorStaircase,blue,10
participant005,1724260285889,list3,green,ColorStaircase,green,10
participant005,1724260286898,list3,blue,ColorStaircase,blue,10
participant005,1724260287998,list3,blue,ColorStaircase,blue,15
participant005,1724260289560,list3,green,ColorStaircase,green,10
participant005,1724260290928,list3,blue,ColorStaircase,blue,15
participant005,1724260292218,list3,blue,ColorStaircase,blue,20
participant005,1724260293000,list3,green,ColorStaircase,green,15
participant005,1724260294832,list3,blue,ColorStaircase,blue,20
participant005,1724260296724,list3,green,ColorStaircase,green,15
participant005,1724260297646,list3,green,ColorStaircase,green,20
participant005,1724260298377,list3,green,ColorStaircase,green,20
participant005,1724260299761,list3,green,ColorStaircase,green,25
participant005,1724260300742,list3,green,ColorStaircase,green,25
participant005,1724260301584,list3,blue,ColorStaircase,green,25
participant005,1724260302911,list3,blue,ColorStaircase,green,21
participant005,1724260304990,list3,green,ColorStaircase,green,30
participant005,1724260306046,list3,blue,ColorStaircase,green,17
participant005,1724260308268,list3,green,ColorStaircase,green,30
participant005,1724260308933,list3,blue,ColorStaircase,blue,13
participant005,1724260309623,list3,blue,ColorStaircase,blue,13
participant005,1724260310891,list3,green,ColorStaircase,blue,35
participant005,1724260311921,list3,green,ColorStaircase,blue,31
participant005,1724260313202,list3,blue,ColorStaircase,blue,15
participant005,1724260314822,list3,blue,ColorStaircase,blue,15
participant005,1724260316199,list3,blue,ColorStaircase,green,17
participant005,1724260318079,list3,blue,ColorStaircase,blue,16
participant005,1724260319589,list3,green,ColorStaircase,green,27
participant005,1724260320888,list3,green,ColorStaircase,green,27
participant005,1724260322244,list3,green,ColorStaircase,green,29
participant005,1724260323115,list3,blue,ColorStaircase,blue,16
participant005,1724260324269,list3,green,ColorStaircase,green,29
participant005,1724260326234,list3,green,ColorStaircase,blue,31
participant005,1724260327244,list3,green,ColorStaircase,green,30
participant005,1724260328106,list3,green,ColorStaircase,green,30
participant006,1724255607763,list2,yellow,ColorStaircase,yellow,0
participant006,1724255608473,list2,yellow,ColorStaircase,yellow,0
participant006,1724255609068,list2,yellow,ColorStaircase,yellow,5
participant006,1724255609613,list2,yellow,ColorStaircase,yellow,5
participant006,1724255610317,list2,orange,ColorStaircase,orange,0
participant006,1724255611000,list2,yellow,ColorStaircase,yellow,10
participant006,1724255611881,list2,yellow,ColorStaircase,orange,10
participant006,1724255613175,list2,yellow,ColorStaircase,yellow,6
participant006,1724255613791,list2,yellow,ColorStaircase,yellow,6
participant006,1724255614470,list2,orange,ColorStaircase,orange,0
participant006,1724255615254,list2,yellow,ColorStaircase,yellow,8
participant006,1724255615890,list2,yellow,ColorStaircase,yellow,8
participant006,1724255616620,list2,orange,ColorStaircase,orange,5
participant006,1724255617218,list2,orange,ColorStaircase,orange,5
participant006,1724255617881,list2,yellow,ColorStaircase,yellow,10
participant006,1724255618847,list2,orange,ColorStaircase,orange,10
participant006,1724255619446,list2,orange,ColorStaircase,orange,10
participant006,1724255620025,list2,orange,ColorStaircase,orange,15
participant006,1724255620698,list2,yellow,ColorStaircase,yellow,10
participant006,1724255621358,list2,yellow,ColorStaircase,yellow,12
participant006,1724255622174,list2,orange,ColorStaircase,orange,15
participant006,1724255622920,list2,orange,ColorStaircase,orange,20
participant006,1724255623638,list2,orange,ColorStaircase,orange,20
participant006,1724255624340,list2,orange,ColorStaircase,orange,25
participant006,1724255625054,list2,yellow,ColorStaircase,yellow,12
participant006,1724255625685,list2,yellow,ColorStaircase,yellow,14
participant006,1724255626431,list2,yellow,ColorStaircase,yellow,14
participant006,1724255627066,list2,yellow,ColorStaircase,yellow,16
participant006,1724255627740,list2,orange,ColorStaircase,yellow,25
participant006,1724255628398,list2,orange,ColorStaircase,orange,21
participant006,1724255628953,list2,orange,ColorStaircase,orange,21
participant006,1724255629638,list2,orange,ColorStaircase,orange,23
participant006,1724255630345,list2,orange,ColorStaircase,orange,23
participant006,1724255630944,list2,orange,ColorStaircase,orange,25
participant006,1724255631674,list2,yellow,ColorStaircase,yellow,16
participant006,1724255632337,list2,orange,ColorStaircase,yellow,25
participant006,1724255633090,list2,orange,ColorStaircase,orange,24
participant006,1724255633702,list2,orange,ColorStaircase,orange,24
participant006,1724255634510,list2,yellow,ColorStaircase,yellow,18
participant006,1724255635282,list2,yellow,ColorStaircase,yellow,18
participant006,1724255636054,list2,yellow,ColorStaircase,yellow,20
participant006,1724255636706,list2,yellow,ColorStaircase,yellow,20
participant006,1724255637335,list2,yellow,ColorStaircase,yellow,22
participant006,1724255638270,list2,yellow,ColorStaircase,yellow,22
participant006,1724255638680,list2,yellow,ColorStaircase,orange,24
participant006,1724255639015,list2,yellow,ColorStaircase,orange,23
participant006,1724255639628,list2,yellow,ColorStaircase,orange,22
participant006,1724255640222,list2,yellow,ColorStaircase,orange,21
participant006,1724255640936,list2,yellow,ColorStaircase,orange,20
participant006,1724255641406,list2,yellow,ColorStaircase,yellow,19
participant006,1724255642006,list2,yellow,ColorStaircase,yellow,19
participant007,1724280145777,list4,green,ColorStaircase,green,0
participant007,1724280146653,list4,blue,ColorStaircase,blue,0
participant007,1724280147278,list4,blue,ColorStaircase,blue,0
participant007,1724280147877,list4,blue,ColorStaircase,blue,5
participant007,1724280148635,list4,green,ColorStaircase,green,0
participant007,1724280149231,list4,green,ColorStaircase,green,5
participant007,1724280149994,list4,blue,ColorStaircase,blue,5
participant007,1724280150743,list4,green,ColorStaircase,green,5
participant007,1724280151659,list4,blue,ColorStaircase,blue,10
participant007,1724280152297,list4,blue,ColorStaircase,blue,10
participant007,1724280152958,list4,green,ColorStaircase,green,10
participant007,1724280153660,list4,blue,ColorStaircase,blue,15
participant007,1724280154810,list4,green,ColorStaircase,green,10
participant007,1724280155824,list4,blue,ColorStaircase,blue,15
participant007,1724280156810,list4,green,ColorStaircase,green,15
participant007,1724280158004,list4,blue,ColorStaircase,green,20
participant007,1724280159224,list4,green,ColorStaircase,green,15
participant007,1724280159961,list4,blue,ColorStaircase,blue,16
participant007,1724280160605,list4,blue,ColorStaircase,blue,16
participant007,1724280161492,list4,green,ColorStaircase,green,20
participant007,1724280162176,list4,blue,ColorStaircase,green,18
participant007,1724280163254,list4,green,ColorStaircase,green,20
participant007,1724280164610,list4,green,ColorStaircase,green,25
participant007,1724280165294,list4,green,ColorStaircase,green,25
participant007,1724280166239,list4,green,ColorStaircase,blue,30
participant007,1724280167109,list4,green,ColorStaircase,green,26
participant007,1724280168065,list4,blue,ColorStaircase,blue,17
participant007,1724280168781,list4,blue,ColorStaircase,blue,17
participant007,1724280169521,list4,green,ColorStaircase,green,26
participant007,1724280170164,list4,green,ColorStaircase,green,28
participant007,1724280170925,list4,green,ColorStaircase,green,28
participant007,1724280171592,list4,green,ColorStaircase,green,30
participant007,1724280172382,list4,green,ColorStaircase,green,30
participant007,1724280173029,list4,green,ColorStaircase,green,32
participant007,1724280174203,list4,green,ColorStaircase,green,32
participant007,1724280175309,list4,green,ColorStaircase,blue,34
participant007,1724280175988,list4,green,ColorStaircase,blue,33
participant007,1724280176881,list4,green,ColorStaircase,green,32
participant007,1724280177742,list4,green,ColorStaircase,green,32
participant009,1724255834255,list2,orange,ColorStaircase,orange,0
participant009,1724255835495,list2,orange,ColorStaircase,orange,0
participant009,1724255836407,list2,orange,ColorStaircase,orange,5
participant009,1724255837303,list2,yellow,ColorStaircase,yellow,0
participant009,1724255839103,list2,orange,ColorStaircase,yellow,5
participant009,1724255840159,list2,orange,ColorStaircase,orange,1
participant009,1724255841120,list2,yellow,ColorStaircase,yellow,0
participant009,1724255842096,list2,orange,ColorStaircase,orange,1
participant009,1724255843263,list2,yellow,ColorStaircase,yellow,5
participant009,1724255844463,list2,yellow,ColorStaircase,yellow,5
participant009,1724255845455,list2,orange,ColorStaircase,orange,3
participant009,1724255846239,list2,orange,ColorStaircase,orange,3
participant009,1724255847663,list2,yellow,ColorStaircase,yellow,10
participant009,1724255848840,list2,orange,ColorStaircase,orange,5
participant009,1724255849696,list2,yellow,ColorStaircase,yellow,10
participant009,1724255850512,list2,orange,ColorStaircase,orange,5
participant009,1724255851423,list2,yellow,ColorStaircase,yellow,15
participant009,1724255852400,list2,orange,ColorStaircase,orange,7
participant009,1724255853400,list2,yellow,ColorStaircase,yellow,15
participant009,1724255854359,list2,orange,ColorStaircase,orange,7
participant009,1724255855384,list2,orange,ColorStaircase,orange,9
participant009,1724255856647,list2,orange,ColorStaircase,orange,9
participant009,1724255857824,list2,orange,ColorStaircase,orange,11
participant009,1724255858808,list2,yellow,ColorStaircase,yellow,20
participant009,1724255859704,list2,orange,ColorStaircase,orange,11
participant009,1724255860632,list2,orange,ColorStaircase,orange,13
participant009,1724255861712,list2,yellow,ColorStaircase,yellow,20
participant009,1724255862704,list2,orange,ColorStaircase,orange,13
participant009,1724255868424,list2,yellow,ColorStaircase,yellow,25
participant009,1724255869816,list2,orange,ColorStaircase,orange,15
participant009,1724255871472,list2,yellow,ColorStaircase,orange,25
participant009,1724255872744,list2,yellow,ColorStaircase,yellow,21
participant009,1724255874120,list2,yellow,ColorStaircase,yellow,21
participant009,1724255875080,list2,orange,ColorStaircase,orange,15
participant009,1724255876153,list2,yellow,ColorStaircase,yellow,23
participant009,1724255877304,list2,yellow,ColorStaircase,yellow,23
participant009,1724255878672,list2,yellow,ColorStaircase,yellow,25
participant009,1724255879577,list2,orange,ColorStaircase,orange,17
participant009,1724255880929,list2,yellow,ColorStaircase,orange,25
participant009,1724255883609,list2,yellow,ColorStaircase,orange,24
participant009,1724255884488,list2,orange,ColorStaircase,orange,17
participant009,1724255885544,list2,yellow,ColorStaircase,yellow,23
participant009,1724255886344,list2,yellow,ColorStaircase,yellow,23
participant009,1724255887200,list2,orange,ColorStaircase,orange,19
participant009,1724255888440,list2,orange,ColorStaircase,orange,19
participant009,1724255889552,list2,orange,ColorStaircase,orange,21
participant009,1724255890664,list2,orange,ColorStaircase,orange,21
participant009,1724255891840,list2,orange,ColorStaircase,orange,23
participant009,1724255893313,list2,orange,ColorStaircase,orange,23
participant009,1724255896834,list2,orange,ColorStaircase,yellow,25
participant009,1724255897744,list2,orange,ColorStaircase,yellow,24
participant009,1724255898760,list2,orange,ColorStaircase,yellow,23
participant009,1724255900144,list2,orange,ColorStaircase,orange,22
participant009,1724255901208,list2,orange,ColorStaircase,orange,22
participant010,1724255822412,list2,orange,ColorStaircase,orange,0
participant010,1724255823428,list2,orange,ColorStaircase,orange,0
participant010,1724255824392,list2,yellow,ColorStaircase,yellow,0
participant010,1724255825339,list2,yellow,ColorStaircase,yellow,0
participant010,1724255826296,list2,orange,ColorStaircase,orange,5
participant010,1724255827333,list2,orange,ColorStaircase,orange,5
participant010,1724255828295,list2,yellow,ColorStaircase,yellow,5
participant010,1724255830446,list2,orange,ColorStaircase,orange,10
participant010,1724255831422,list2,orange,ColorStaircase,orange,10
participant010,1724255832438,list2,yellow,ColorStaircase,yellow,5
participant010,1724255833466,list2,yellow,ColorStaircase,yellow,10
participant010,1724255834472,list2,yellow,ColorStaircase,yellow,10
participant010,1724255836116,list2,orange,ColorStaircase,orange,15
participant010,1724255840100,list2,yellow,ColorStaircase,orange,15
participant010,1724255841374,list2,orange,ColorStaircase,orange,15
participant010,1724255842526,list2,yellow,ColorStaircase,yellow,11
participant010,1724255843522,list2,yellow,ColorStaircase,yellow,11
participant010,1724255845286,list2,yellow,ColorStaircase,yellow,13
participant010,1724255846233,list2,yellow,ColorStaircase,yellow,13
participant010,1724255847368,list2,yellow,ColorStaircase,yellow,15
participant010,1724255848612,list2,orange,ColorStaircase,orange,20
participant010,1724255851074,list2,yellow,ColorStaircase,yellow,15
participant010,1724255851908,list2,yellow,ColorStaircase,yellow,17
participant010,1724255852903,list2,orange,ColorStaircase,orange,20
participant010,1724255854708,list2,yellow,ColorStaircase,yellow,17
participant010,1724255855758,list2,orange,ColorStaircase,orange,25
participant010,1724255860114,list2,yellow,ColorStaircase,orange,19
participant010,1724255861398,list2,orange,ColorStaircase,orange,25
participant010,1724255862470,list2,orange,ColorStaircase,yellow,30
participant010,1724255864450,list2,yellow,ColorStaircase,yellow,18
participant010,1724255867154,list2,orange,ColorStaircase,orange,26
participant010,1724255869570,list2,yellow,ColorStaircase,orange,18
participant010,1724255870928,list2,orange,ColorStaircase,orange,26
participant010,1724255872902,list2,yellow,ColorStaircase,orange,18
participant010,1724255874188,list2,orange,ColorStaircase,orange,28
participant010,1724255876129,list2,yellow,ColorStaircase,yellow,18
participant010,1724255877620,list2,orange,ColorStaircase,orange,28
participant010,1724255879542,list2,orange,ColorStaircase,yellow,30
participant010,1724255880584,list2,orange,ColorStaircase,orange,29
participant010,1724255882398,list2,orange,ColorStaircase,yellow,29
participant010,1724255884088,list2,orange,ColorStaircase,orange,29
participant011,1724255808598,list2,orange,ColorStaircase,orange,0
participant011,1724255809609,list2,yellow,ColorStaircase,yellow,0
participant011,1724255810979,list2,yellow,ColorStaircase,yellow,0
participant011,1724255812126,list2,orange,ColorStaircase,orange,0
participant011,1724255813311,list2,orange,ColorStaircase,orange,5
participant011,1724255814561,list2,yellow,ColorStaircase,yellow,5
participant011,1724255815691,list2,yellow,ColorStaircase,yellow,5
participant011,1724255816874,list2,orange,ColorStaircase,orange,5
participant011,1724255818003,list2,yellow,ColorStaircase,yellow,10
participant011,1724255819205,list2,orange,ColorStaircase,orange,10
participant011,1724255820282,list2,yellow,ColorStaircase,yellow,10
participant011,1724255821619,list2,yellow,ColorStaircase,yellow,15
participant011,1724255826450,list2,yellow,ColorStaircase,orange,15
participant011,1724255827654,list2,orange,ColorStaircase,orange,10
participant011,1724255828484,list2,orange,ColorStaircase,orange,15
participant011,1724255830093,list2,yellow,ColorStaircase,yellow,11
participant011,1724255831609,list2,orange,ColorStaircase,orange,15
participant011,1724255832456,list2,orange,ColorStaircase,orange,20
participant011,1724255833181,list2,orange,ColorStaircase,orange,20
participant011,1724255833825,list2,orange,ColorStaircase,orange,25
participant011,1724255835479,list2,yellow,ColorStaircase,yellow,11
participant011,1724255836884,list2,orange,ColorStaircase,orange,25
participant011,1724255838239,list2,yellow,ColorStaircase,yellow,13
participant011,1724255839934,list2,orange,ColorStaircase,orange,30
participant011,1724255841301,list2,yellow,ColorStaircase,yellow,13
participant011,1724255843670,list2,yellow,ColorStaircase,orange,15
participant011,1724255845397,list2,yellow,ColorStaircase,yellow,14
participant011,1724255846658,list2,orange,ColorStaircase,orange,30
participant011,1724255848945,list2,yellow,ColorStaircase,orange,14
participant011,1724255849902,list2,orange,ColorStaircase,orange,35
participant011,1724255851172,list2,yellow,ColorStaircase,orange,14
participant011,1724255852641,list2,yellow,ColorStaircase,orange,14
participant011,1724255854020,list2,yellow,ColorStaircase,orange,14
participant011,1724255855781,list2,orange,ColorStaircase,orange,35
participant011,1724255857879,list2,yellow,ColorStaircase,orange,14
participant011,1724255859287,list2,orange,ColorStaircase,yellow,40
participant011,1724255864269,list2,yellow,ColorStaircase,orange,14
participant011,1724255868896,list2,orange,ColorStaircase,yellow,36
participant011,1724255870824,list2,yellow,ColorStaircase,orange,14
participant011,1724255871751,list2,orange,ColorStaircase,orange,32
participant011,1724255873323,list2,yellow,ColorStaircase,orange,14
participant011,1724255874439,list2,orange,ColorStaircase,orange,32
participant011,1724255876385,list2,yellow,ColorStaircase,orange,14
participant011,1724255877550,list2,orange,ColorStaircase,orange,34
participant011,1724255879274,list2,orange,ColorStaircase,orange,34
participant011,1724255880244,list2,yellow,ColorStaircase,orange,14
participant011,1724255885833,list2,orange,ColorStaircase,orange,36
participant011,1724255888457,list2,yellow,ColorStaircase,orange,14
participant011,1724255889769,list2,orange,ColorStaircase,orange,36
participant011,1724255890794,list2,yellow,ColorStaircase,orange,14
participant011,1724255892633,list2,orange,ColorStaircase,yellow,38
participant011,1724255893982,list2,yellow,ColorStaircase,orange,14
participant011,1724255895017,list2,yellow,ColorStaircase,orange,14
participant011,1724255896281,list2,yellow,ColorStaircase,orange,14
participant011,1724255898251,list2,orange,ColorStaircase,yellow,37
participant011,1724255899971,list2,orange,ColorStaircase,yellow,36
participant011,1724255903905,list2,orange,ColorStaircase,orange,35
participant011,1724255904866,list2,orange,ColorStaircase,orange,35
participant011,1724255905961,list2,yellow,ColorStaircase,orange,14
participant011,1724255906965,list2,yellow,ColorStaircase,orange,14
participant011,1724255907852,list2,yellow,ColorStaircase,orange,14
participant011,1724255908712,list2,yellow,ColorStaircase,orange,14
participant011,1724255909718,list2,yellow,ColorStaircase,orange,14
participant011,1724255910809,list2,yellow,ColorStaircase,orange,14
participant011,1724255911755,list2,yellow,ColorStaircase,orange,14
participant011,1724255913010,list2,yellow,ColorStaircase,orange,14
participant011,1724255914307,list2,yellow,ColorStaircase,orange,14
participant011,1724255916367,list2,yellow,ColorStaircase,orange,14
participant011,1724255917914,list2,yellow,ColorStaircase,orange,14
participant011,1724255918987,list2,yellow,ColorStaircase,orange,14
participant011,1724255919983,list2,yellow,ColorStaircase,orange,14
participant011,1724255920899,list2,yellow,ColorStaircase,orange,14
participant011,1724255922240,list2,yellow,ColorStaircase,orange,14
participant011,1724255923449,list2,yellow,ColorStaircase,orange,14
participant011,1724255926120,list2,yellow,ColorStaircase,orange,14
participant011,1724255927437,list2,yellow,ColorStaircase,orange,14
participant011,1724255929440,list2,yellow,ColorStaircase,orange,14
participant011,1724255930667,list2,yellow,ColorStaircase,orange,14
participant011,1724255931797,list2,yellow,ColorStaircase,orange,14
participant011,1724255932918,list2,yellow,ColorStaircase,orange,14
participant011,1724255934209,list2,yellow,ColorStaircase,orange,14
participant011,1724255937185,list2,yellow,ColorStaircase,orange,14
participant011,1724255939026,list2,yellow,ColorStaircase,orange,14
participant011,1724255940545,list2,yellow,ColorStaircase,orange,14
participant011,1724255943768,list2,yellow,ColorStaircase,yellow,14
participant012,1724248210870,list1,yellow,ColorStaircase,yellow,0
participant012,1724248211696,list1,orange,ColorStaircase,orange,0
participant012,1724248212437,list1,yellow,ColorStaircase,yellow,0
participant012,1724248213097,list1,yellow,ColorStaircase,yellow,5
participant012,1724248213845,list1,orange,ColorStaircase,orange,0
participant012,1724248214649,list1,yellow,ColorStaircase,yellow,5
participant012,1724248215480,list1,yellow,ColorStaircase,yellow,10
participant012,1724248216156,list1,yellow,ColorStaircase,yellow,10
participant012,1724248216858,list1,yellow,ColorStaircase,yellow,15
participant012,1724248217534,list1,yellow,ColorStaircase,yellow,15
participant012,1724248218184,list1,orange,ColorStaircase,orange,5
participant012,1724248219022,list1,yellow,ColorStaircase,yellow,20
participant012,1724248221508,list1,orange,ColorStaircase,orange,5
participant012,1724248222164,list1,orange,ColorStaircase,orange,10
participant012,1724248223048,list1,orange,ColorStaircase,orange,10
participant012,1724248223910,list1,yellow,ColorStaircase,yellow,20
participant012,1724248224825,list1,yellow,ColorStaircase,yellow,25
participant012,1724248226266,list1,orange,ColorStaircase,yellow,15
participant012,1724248227135,list1,orange,ColorStaircase,orange,11
participant012,1724248228146,list1,orange,ColorStaircase,orange,11
participant012,1724248228787,list1,orange,ColorStaircase,orange,13
participant012,1724248229480,list1,orange,ColorStaircase,orange,13
participant012,1724248230924,list1,yellow,ColorStaircase,yellow,25
participant012,1724248233542,list1,orange,ColorStaircase,orange,15
participant012,1724248234358,list1,yellow,ColorStaircase,orange,30
participant012,1724248236171,list1,yellow,ColorStaircase,orange,26
participant012,1724248237223,list1,yellow,ColorStaircase,yellow,22
participant012,1724248238120,list1,yellow,ColorStaircase,yellow,22
participant012,1724248239385,list1,yellow,ColorStaircase,yellow,24
participant012,1724248240459,list1,orange,ColorStaircase,orange,15
participant012,1724248241600,list1,yellow,ColorStaircase,yellow,24
participant012,1724248242450,list1,orange,ColorStaircase,orange,17
participant012,1724248243108,list1,yellow,ColorStaircase,orange,26
participant012,1724248244187,list1,yellow,ColorStaircase,orange,25
participant012,1724248247378,list1,orange,ColorStaircase,orange,17
participant012,1724248248258,list1,yellow,ColorStaircase,yellow,24
participant012,1724248249178,list1,orange,ColorStaircase,yellow,19
participant012,1724248250503,list1,orange,ColorStaircase,orange,18
participant012,1724248255173,list1,orange,ColorStaircase,orange,18
participant012,1724248256094,list1,yellow,ColorStaircase,yellow,24
participant013,1724260336267,list3,blue,ColorStaircase,blue,0
participant013,1724260337055,list3,green,ColorStaircase,green,0
participant013,1724260337664,list3,green,ColorStaircase,blue,0
participant013,1724260342197,list3,blue,ColorStaircase,blue,0
participant013,1724260342800,list3,green,ColorStaircase,green,0
participant013,1724260343617,list3,blue,ColorStaircase,blue,5
participant013,1724260344401,list3,blue,ColorStaircase,blue,5
participant013,1724260345146,list3,green,ColorStaircase,green,0
participant013,1724260345750,list3,green,ColorStaircase,green,3
participant013,1724260346369,list3,green,ColorStaircase,green,3
participant013,1724260346993,list3,blue,ColorStaircase,blue,10
participant013,1724260347803,list3,green,ColorStaircase,green,6
participant013,1724260348886,list3,green,ColorStaircase,green,6
participant013,1724260349571,list3,blue,ColorStaircase,blue,10
participant013,1724260350422,list3,blue,ColorStaircase,blue,15
participant013,1724260351024,list3,blue,ColorStaircase,blue,15
participant013,1724260351700,list3,green,ColorStaircase,green,9
participant013,1724260352386,list3,green,ColorStaircase,green,9
participant013,1724260353106,list3,blue,ColorStaircase,blue,20
participant013,1724260353887,list3,blue,ColorStaircase,blue,20
participant013,1724260354577,list3,green,ColorStaircase,green,12
participant013,1724260355193,list3,green,ColorStaircase,green,12
participant013,1724260355832,list3,green,ColorStaircase,green,15
participant013,1724260356487,list3,green,ColorStaircase,green,15
participant013,1724260357271,list3,blue,ColorStaircase,blue,25
participant013,1724260360238,list3,blue,ColorStaircase,blue,25
participant013,1724260361263,list3,green,ColorStaircase,green,18
participant013,1724260362084,list3,blue,ColorStaircase,green,30
participant013,1724260362773,list3,green,ColorStaircase,green,18
participant013,1724260363528,list3,green,ColorStaircase,green,21
participant013,1724260364460,list3,green,ColorStaircase,green,21
participant013,1724260365366,list3,blue,ColorStaircase,green,26
participant013,1724260366259,list3,green,ColorStaircase,green,24
participant013,1724260371571,list3,green,ColorStaircase,blue,24
participant013,1724260372504,list3,blue,ColorStaircase,blue,22
participant013,1724260373498,list3,green,ColorStaircase,green,22
participant013,1724260374686,list3,blue,ColorStaircase,blue,22
participant013,1724260375586,list3,green,ColorStaircase,green,22
participant013,1724260376796,list3,green,ColorStaircase,green,22
participant013,1724260377524,list3,blue,ColorStaircase,blue,24
participant013,1724260378590,list3,blue,ColorStaircase,blue,24
participant013,1724260379467,list3,blue,ColorStaircase,green,26
participant013,1724260380246,list3,blue,ColorStaircase,green,25
participant013,1724260383555,list3,blue,ColorStaircase,blue,24
participant013,1724260384943,list3,blue,ColorStaircase,blue,24
participant017,1724252993824,list1,yellow,ColorStaircase,yellow,0
participant017,1724252994630,list1,yellow,ColorStaircase,yellow,0
participant017,1724252995871,list1,orange,ColorStaircase,orange,0
participant017,1724252996613,list1,yellow,ColorStaircase,yellow,5
participant017,1724252997254,list1,yellow,ColorStaircase,yellow,5
participant017,1724252997862,list1,yellow,ColorStaircase,yellow,10
participant017,1724252998484,list1,yellow,ColorStaircase,yellow,10
participant017,1724252999182,list1,orange,ColorStaircase,orange,0
participant017,1724252999757,list1,orange,ColorStaircase,orange,5
participant017,1724253000610,list1,yellow,ColorStaircase,yellow,15
participant017,1724253001292,list1,orange,ColorStaircase,orange,5
participant017,1724253001966,list1,orange,ColorStaircase,orange,10
participant017,1724253002656,list1,orange,ColorStaircase,orange,10
participant017,1724253003295,list1,orange,ColorStaircase,orange,15
participant017,1724253003934,list1,orange,ColorStaircase,orange,15
participant017,1724253004482,list1,orange,ColorStaircase,orange,20
participant017,1724253005116,list1,yellow,ColorStaircase,yellow,15
participant017,1724253005706,list1,yellow,ColorStaircase,yellow,20
participant017,1724253006288,list1,yellow,ColorStaircase,yellow,20
participant017,1724253006882,list1,yellow,ColorStaircase,yellow,25
participant017,1724253007678,list1,orange,ColorStaircase,orange,20
participant017,1724253008494,list1,yellow,ColorStaircase,orange,25
participant017,1724253009282,list1,yellow,ColorStaircase,orange,21
participant017,1724253010314,list1,orange,ColorStaircase,orange,25
participant017,1724253011106,list1,orange,ColorStaircase,orange,25
participant017,1724253011897,list1,yellow,ColorStaircase,orange,17
participant017,1724253013580,list1,yellow,ColorStaircase,orange,13
participant017,1724253014407,list1,yellow,ColorStaircase,yellow,9
participant017,1724253015069,list1,yellow,ColorStaircase,yellow,9
