participant,index,nDistract,redundant,response,setSize,trialType,overinformative
participant039,25,distractors0,colorredundant,square,setsize16,crit,FALSE
participant039,26,distractors4,colorredundant,square,setsize06,crit,FALSE
participant039,27,distractors1,colorredundant,pentagon,setsize06,crit,FALSE
participant039,29,distractors0,colorredundant,circle,setsize03,crit,FALSE
participant039,33,distractors3,colorredundant,hexagon,setsize09,crit,FALSE
participant039,37,distractors0,colorredundant,hexagon,setsize09,crit,FALSE
participant039,38,distractors1,colorredundant,square,setsize09,crit,FALSE
participant039,39,distractors0,colorredundant,circle,setsize16,crit,FALSE
participant039,40,distractors0,colorredundant,circle,setsize16,crit,FALSE
participant039,42,distractors4,colorredundant,pentagon,setsize09,crit,FALSE
participant039,43,distractors0,colorredundant,square,setsize06,crit,FALSE
participant039,45,distractors0,colorredundant,square,setsize16,crit,FALSE
participant039,47,distractors0,colorredundant,hexagon,setsize16,crit,FALSE
participant039,48,distractors2,colorredundant,square,setsize09,crit,FALSE
participant039,49,distractors0,colorredundant,square,setsize16,crit,FALSE
participant039,50,distractors3,colorredundant,circle,setsize06,crit,FALSE
participant040,5,distractors3,orientationredundant,the square,setsize09,crit,FALSE
participant040,6,distractors0,orientationredundant,6 sided shape,setsize16,crit,FALSE
participant040,7,distractors0,orientationredundant,5 sided shape,setsize16,crit,FALSE
participant040,8,distractors0,orientationredundant,5 sided shape,setsize09,crit,FALSE
participant040,10,distractors0,orientationredundant,6 sided shape,setsize06,crit,FALSE
participant040,11,distractors1,orientationredundant,circle,setsize06,crit,FALSE
participant040,13,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant040,14,distractors2,orientationredundant,circle,setsize09,crit,FALSE
participant040,15,distractors3,orientationredundant,6 sides,setsize06,crit,FALSE
participant040,16,distractors0,orientationredundant,5 sides,setsize03,crit,FALSE
participant040,18,distractors0,orientationredundant,five sides,setsize16,crit,FALSE
participant040,19,distractors2,orientationredundant,square,setsize06,crit,FALSE
participant040,20,distractors4,orientationredundant,6 sides,setsize09,crit,FALSE
participant040,21,distractors2,orientationredundant,square,setsize06,crit,FALSE
participant040,22,distractors1,orientationredundant,square,setsize03,crit,FALSE
participant040,23,distractors0,orientationredundant,six sides,setsize03,crit,FALSE
participant040,24,distractors0,orientationredundant,five sides,setsize09,crit,FALSE
participant040,25,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant040,27,distractors2,orientationredundant,square,setsize09,crit,FALSE
participant040,28,distractors4,orientationredundant,square,setsize06,crit,FALSE
participant040,29,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant040,31,distractors1,orientationredundant,six sides,setsize06,crit,FALSE
participant040,33,distractors1,orientationredundant,circle,setsize09,crit,FALSE
participant040,34,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant040,35,distractors4,orientationredundant,circle,setsize09,crit,FALSE
participant040,37,distractors3,orientationredundant,square,setsize06,crit,FALSE
participant040,38,distractors0,orientationredundant,circle,setsize06,crit,FALSE
participant040,39,distractors1,orientationredundant,square,setsize09,crit,FALSE
participant040,40,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant040,43,distractors4,orientationredundant,five sides,setsize06,crit,FALSE
participant040,44,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant040,48,distractors3,orientationredundant,five sides,setsize09,crit,FALSE
participant040,49,distractors1,orientationredundant,circle,setsize03,crit,FALSE
participant040,50,distractors0,orientationredundant,five sides,setsize16,crit,FALSE
